Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept,Frequency,Original_Id,Original_Code,Original_Name,Original_Vocab,Mapping_Applied,Mapping_Relationship
35918509,3812,B symptoms,NAACCR Variable,Measurement,NAACCR,Valid,Standard,78,35918509,3812,B symptoms,NAACCR,No,
35918264,3850,HER2 IHC Summary,NAACCR Variable,Measurement,NAACCR,Valid,Standard,78,35918264,3850,HER2 IHC Summary,NAACCR,No,
3037772,24429-3,Parasite identified in Blood,Lab Test,Measurement,LOINC,Valid,Standard,78,3037772,24429-3,Parasite identified in Blood,LOINC,No,
40484181,443984008,Quantitative measurement of hydrocortisone in saliva specimen,Clinical Observation,Measurement,SNOMED,Valid,Standard,78,3035845,2142-8,Cortisol [Mass/volume] in Saliva (oral fluid),LOINC,Yes,Subsumes
3018204,5229-0,Influenza virus A Ab [Titer] in Serum by Complement fixation,Lab Test,Measurement,LOINC,Valid,Standard,78,3018204,5229-0,Influenza virus A Ab [Titer] in Serum by Complement fixation,LOINC,No,
3013622,5230-8,Influenza virus B Ab [Titer] in Serum by Complement fixation,Lab Test,Measurement,LOINC,Valid,Standard,78,3013622,5230-8,Influenza virus B Ab [Titer] in Serum by Complement fixation,LOINC,No,
44807736,818191000000105,Hepatitis C virus ribonucleic acid measurement by nucleic acid amplification test,Procedure,Measurement,SNOMED,Valid,Standard,77,44807736,818191000000105,Hepatitis C virus ribonucleic acid measurement by nucleic acid amplification test,SNOMED,No,
4213301,392290007,Meadow grass specific IgE antibody measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,77,3966443,102340-7,Kentucky blue grass IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),LOINC,Yes,Is a
35918724,3853,HER2 ISH Single Probe Copy Number,NAACCR Variable,Measurement,NAACCR,Valid,Standard,77,35918724,3853,HER2 ISH Single Probe Copy Number,NAACCR,No,
35918706,3854,HER2 ISH Summary,NAACCR Variable,Measurement,NAACCR,Valid,Standard,77,35918706,3854,HER2 ISH Summary,NAACCR,No,
35918408,3819,CEA Pretreatment Interpretation,NAACCR Variable,Measurement,NAACCR,Valid,Standard,77,35918408,3819,CEA Pretreatment Interpretation,NAACCR,No,
601143,353721000119100,Metastatic malignant neoplasm to left adrenal gland,Clinical Observation,Measurement,SNOMED,Valid,Standard,77,35225626,OMOP5031690,Metastasis to left adrenal gland,Cancer Modifier,Yes,Maps to
40760503,57391-5,Eosinophils/100 leukocytes in Synovial fluid by Manual count,Lab Test,Measurement,LOINC,Valid,Standard,76,40760503,57391-5,Eosinophils/100 leukocytes in Synovial fluid by Manual count,LOINC,No,
4190996,392274007,Cocksfoot specific IgE antibody measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,76,3966340,102342-3,Cocksfoot IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),LOINC,Yes,Is a
4018317,104688003,"Glucose measurement, quantitative",Clinical Observation,Measurement,SNOMED,Valid,Standard,76,3028247,20439-6,Glucose [Mass/volume] in Serum or Plasma --30 minutes post dose glucose,LOINC,Yes,Subsumes
37172284,50101000237108,Hepatitis D virus RNA nucleic acid amplification qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,76,3024560,7906-1,Hepatitis D virus RNA [Presence] in Serum by NAA with probe detection,LOINC,Yes,Is a
4018317,104688003,"Glucose measurement, quantitative",Clinical Observation,Measurement,SNOMED,Valid,Standard,76,3016699,1504-0,Glucose [Mass/volume] in Serum or Plasma --1 hour post 50 g glucose PO,LOINC,Yes,Subsumes
3013530,4575-7,Hemoglobin E/Hemoglobin.total in Blood,Lab Test,Measurement,LOINC,Valid,Standard,76,3013530,4575-7,Hemoglobin E/Hemoglobin.total in Blood,LOINC,No,
37172519,52531000237106,Parvovirus B19 IgM antibody in serum qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,76,3008321,7981-4,Parvovirus B19 IgM Ab [Presence] in Serum,LOINC,Yes,Subsumes
4190996,392274007,Cocksfoot specific IgE antibody measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,76,3006304,6195-2,Cocksfoot IgE Ab [Units/volume] in Serum,LOINC,Yes,Is a
1635861,c-7th_AJCC/UICC-T1c,AJCC/UICC 7th clinical T1c Category,Staging/Grading,Measurement,Cancer Modifier,Valid,Standard,76,1635861,c-7th_AJCC/UICC-T1c,AJCC/UICC 7th clinical T1c Category,Cancer Modifier,No,
1635587,Grade-H,High grade tumor,Staging/Grading,Measurement,Cancer Modifier,Valid,Standard,76,1635587,Grade-H,High grade tumor,Cancer Modifier,No,
35918260,3869,LDH Pretreatment Level,NAACCR Variable,Measurement,NAACCR,Valid,Standard,75,35918260,3869,LDH Pretreatment Level,NAACCR,No,
35918241,3919,Prostate Pathological Extension,NAACCR Variable,Measurement,NAACCR,Valid,Standard,75,35918241,3919,Prostate Pathological Extension,NAACCR,No,
3019757,3240-9,Coagulation factor XIII coagulum dissolution [Units/volume] in Platelet poor plasma by Coagulation assay,Lab Test,Measurement,LOINC,Valid,Standard,75,3019757,3240-9,Coagulation factor XIII coagulum dissolution [Units/volume] in Platelet poor plasma by Coagulation assay,LOINC,No,
4154344,271052004,Alkaline phosphatase - bone isoenzyme measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,75,3018910,17838-4,Alkaline phosphatase.bone [Mass/volume] in Serum or Plasma,LOINC,Yes,Subsumes
35917681,breast@2861,Nottingham or Bloom-Richardson (BR) Score/Grade,NAACCR Variable,Measurement,NAACCR,Valid,Standard,74,35917681,breast@2861,Nottingham or Bloom-Richardson (BR) Score/Grade,NAACCR,No,
3033973,38158-2,Parathyrin.intact [Mass/volume] in Serum or Plasma --baseline,Lab Test,Measurement,LOINC,Valid,Standard,74,3033973,38158-2,Parathyrin.intact [Mass/volume] in Serum or Plasma --baseline,LOINC,No,
4197249,80152001,Alpha-1-Fetoprotein measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,74,3016670,23811-3,Alpha-1-Fetoprotein [Multiple of the median] adjusted in Serum or Plasma,LOINC,Yes,Is a
2212112,No matching concept,No matching concept,Undefined,Unknown,None,Invalid,Non-standard,74,2212112,No matching concept,No matching concept,None,No,
1633445,p-6th_AJCC/UICC-T1,AJCC/UICC 6th pathological T1 Category,Staging/Grading,Measurement,Cancer Modifier,Valid,Standard,74,1633445,p-6th_AJCC/UICC-T1,AJCC/UICC 6th pathological T1 Category,Cancer Modifier,No,
42527139,76246-8,Intrinsic dynamic PEEP Respiratory system,Clinical Observation,Measurement,LOINC,Valid,Standard,73,42527139,76246-8,Intrinsic dynamic PEEP Respiratory system,LOINC,No,
3044180,43311-0,Desmoglein 1 Ab [Units/volume] in Serum,Lab Test,Measurement,LOINC,Valid,Standard,73,3044180,43311-0,Desmoglein 1 Ab [Units/volume] in Serum,LOINC,No,
3043546,43312-8,Desmoglein 3 Ab [Units/volume] in Serum,Lab Test,Measurement,LOINC,Valid,Standard,73,3043546,43312-8,Desmoglein 3 Ab [Units/volume] in Serum,LOINC,No,
4021451,105131008,Clobazam measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,73,3007218,3487-6,cloBAZam [Mass/volume] in Serum or Plasma,LOINC,Yes,Subsumes
3007104,28652-6,Heparinoid [Units/volume] in Platelet poor plasma by Chromogenic method,Lab Test,Measurement,LOINC,Valid,Standard,73,3007104,28652-6,Heparinoid [Units/volume] in Platelet poor plasma by Chromogenic method,LOINC,No,
3004097,19219-5,Oxygen content in Capillary blood,Lab Test,Measurement,LOINC,Valid,Standard,73,3004097,19219-5,Oxygen content in Capillary blood,LOINC,No,
4261615,45074006,"Arsenic measurement, blood",Clinical Observation,Measurement,SNOMED,Valid,Standard,73,3001837,5585-5,Arsenic [Mass/volume] in Serum or Plasma,LOINC,Yes,Is a
1633679,c-7th_AJCC/UICC-NX,AJCC/UICC 7th clinical NX Category,Staging/Grading,Measurement,Cancer Modifier,Valid,Standard,73,1633679,c-7th_AJCC/UICC-NX,AJCC/UICC 7th clinical NX Category,Cancer Modifier,No,
42869451,71694-4,Hemoglobin [Entitic mass] in Reticulocytes by Automated count,Lab Test,Measurement,LOINC,Valid,Standard,72,42869451,71694-4,Hemoglobin [Entitic mass] in Reticulocytes by Automated count,LOINC,No,
40761549,58448-2,Microalbumin ug/min [Mass/time] in 24 hour Urine,Lab Test,Measurement,LOINC,Valid,Standard,72,40761549,58448-2,Microalbumin ug/min [Mass/time] in 24 hour Urine,LOINC,No,
35917255,prostate@2861,Gleason's Primary Pattern and Secondary Pattern Values on Needle Core Biopsy/Transurethral Resection of Prostate (TURP),NAACCR Variable,Measurement,NAACCR,Valid,Standard,72,35917255,prostate@2861,Gleason's Primary Pattern and Secondary Pattern Values on Needle Core Biopsy/Transurethral Resection of Prostate (TURP),NAACCR,No,
3022842,31703-2,West Nile virus IgM Ab [Presence] in Cerebral spinal fluid,Lab Test,Measurement,LOINC,Valid,Standard,72,3022842,31703-2,West Nile virus IgM Ab [Presence] in Cerebral spinal fluid,LOINC,No,
4149883,30994003,"Glucose measurement, urine",Clinical Observation,Measurement,SNOMED,Valid,Standard,72,3022314,25667-7,Glucose [Mass/volume] in Urine --2 hours post dose glucose,LOINC,Yes,Is a
4039688,117901005,Measurement of deoxyribonucleoprotein antibody,Clinical Observation,Measurement,SNOMED,Valid,Standard,72,3019418,5129-2,Deoxyribonuclease Ab [Units/volume] in Serum,LOINC,Yes,Subsumes
3003573,948-0,C Ag [Presence] on Red Blood Cells,Lab Test,Measurement,LOINC,Valid,Standard,72,3003573,948-0,C Ag [Presence] on Red Blood Cells,LOINC,No,
2212113,No matching concept,No matching concept,Undefined,Unknown,None,Invalid,Non-standard,72,2212113,No matching concept,No matching concept,None,No,
586526,94759-8,SARS-CoV-2 (COVID-19) RNA [Presence] in Nasopharynx by NAA with probe detection,Lab Test,Measurement,LOINC,Valid,Standard,71,586526,94759-8,SARS-CoV-2 (COVID-19) RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,No,
40492789,445861002,Measurement of norbuprenorphine in urine specimen,Clinical Observation,Measurement,SNOMED,Valid,Standard,71,42529508,82371-6,Norbuprenorphine [Presence] in Urine by Screen method,LOINC,Yes,Is a
4014036,103814002,"Fibrin-fibrinogen split products assay, quantitative",Procedure,Measurement,SNOMED,Valid,Standard,71,4014036,103814002,"Fibrin-fibrinogen split products assay, quantitative",SNOMED,No,
35918911,3842,Gleason Tertiary Pattern,NAACCR Variable,Measurement,NAACCR,Valid,Standard,71,35918911,3842,Gleason Tertiary Pattern,NAACCR,No,
3023585,14273-7,Reticulin IgA Ab [Presence] in Serum,Lab Test,Measurement,LOINC,Valid,Standard,71,3023585,14273-7,Reticulin IgA Ab [Presence] in Serum,LOINC,No,
3008037,2519-7,Lactate [Moles/volume] in Venous blood,Lab Test,Measurement,LOINC,Valid,Standard,71,3008037,2519-7,Lactate [Moles/volume] in Venous blood,LOINC,No,
1635297,p-Gleason-Score-<=6,Pathological Gleason Score <=6,Staging/Grading,Measurement,Cancer Modifier,Valid,Standard,71,1635297,p-Gleason-Score-<=6,Pathological Gleason Score <=6,Cancer Modifier,No,
4272032,63476009,Prostate specific antigen measurement,Procedure,Measurement,SNOMED,Valid,Standard,70,4272032,63476009,Prostate specific antigen measurement,SNOMED,No,
4016235,104122001,"Red blood cell count, automated, urine",Clinical Observation,Measurement,SNOMED,Valid,Standard,70,40760857,57747-8,Erythrocytes [#/volume] in Urine by Automated test strip,LOINC,Yes,Is a
608866,15930821000119105,Bilateral metastatic malignant neoplasm to ovaries,Clinical Observation,Measurement,SNOMED,Valid,Standard,70,35225631,OMOP5031695,Metastasis to left ovary,Cancer Modifier,Yes,Maps to
3044076,43291-4,HLA-DQB1 [Presence],Lab Test,Measurement,LOINC,Valid,Standard,70,3044076,43291-4,HLA-DQB1 [Presence],LOINC,No,
4150668,31193002,Cryoglobulin measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,70,3024041,12205-1,Cryoglobulin [Presence] in Serum by 5 day cold incubation,LOINC,Yes,Is a
4193842,313554002,Blood cadmium measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,70,3009198,21129-2,Cadmium [Mass/volume] in Serum or Plasma,LOINC,Yes,Is a
37172905,5531000237107,Anti-gliadin IgG antibody arbitrary concentration in serum,Clinical Observation,Measurement,SNOMED,Valid,Standard,70,3003966,5170-6,Gliadin IgG Ab [Units/volume] in Serum,LOINC,Yes,Subsumes
42868647,70173-0,JC virus Ab [Presence] in Serum or Plasma by Immunoassay,Lab Test,Measurement,LOINC,Valid,Standard,69,42868647,70173-0,JC virus Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,No,
4015322,104221004,"Ova and parasites, specimen concentration, direct smear, and interpretation",Procedure,Measurement,SNOMED,Valid,Standard,69,4015322,104221004,"Ova and parasites, specimen concentration, direct smear, and interpretation",SNOMED,No,
35918852,3851,HER2 ISH Dual Probe Copy Number,NAACCR Variable,Measurement,NAACCR,Valid,Standard,69,35918852,3851,HER2 ISH Dual Probe Copy Number,NAACCR,No,
35918337,3852,HER2 ISH Dual Probe Ratio,NAACCR Variable,Measurement,NAACCR,Valid,Standard,69,35918337,3852,HER2 ISH Dual Probe Ratio,NAACCR,No,
4021000,104789001,Lipoproteins measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,69,3046076,43729-3,Lipoprotein.alpha.subparticle.large [Moles/volume] in Serum or Plasma,LOINC,Yes,Is a
3034000,43044-7,Eastern equine encephalitis virus IgM Ab [Presence] in Cerebral spinal fluid,Lab Test,Measurement,LOINC,Valid,Standard,69,3034000,43044-7,Eastern equine encephalitis virus IgM Ab [Presence] in Cerebral spinal fluid,LOINC,No,
4209246,313606002,Urine coproporphyrin measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,69,3032415,51417-4,Coproporphyrin/Porphyrins.total in 24 hour Urine,LOINC,Yes,Is a
4193850,313619003,Urine uroporphyrin measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,69,3029917,50932-3,Uroporphyrin/Porphyrins.total in 24 hour Urine,LOINC,Yes,Is a
4149883,30994003,"Glucose measurement, urine",Clinical Observation,Measurement,SNOMED,Valid,Standard,69,3011088,25670-1,Glucose [Mass/volume] in Urine --30 minutes post dose glucose,LOINC,Yes,Is a
4019987,104889009,Pregnenolone measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,69,3007331,2837-3,Pregnenolone [Mass/volume] in Serum or Plasma,LOINC,Yes,Is a
42868446,69957-9,Proteinase 3 IgG Ab [Presence] in Serum by Immunoassay,Lab Test,Measurement,LOINC,Valid,Standard,68,42868446,69957-9,Proteinase 3 IgG Ab [Presence] in Serum by Immunoassay,LOINC,No,
4216098,71960002,Eosinophil count,Procedure,Measurement,SNOMED,Valid,Standard,68,4216098,71960002,Eosinophil count,SNOMED,No,
4086918,243791004,Viral screening,Procedure,Measurement,SNOMED,Valid,Standard,68,4086918,243791004,Viral screening,SNOMED,No,
4245134,59478003,Vasoactive intestinal polypeptide measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,68,3051252,53523-7,Vasoactive intestinal peptide [Moles/volume] in Serum or Plasma,LOINC,Yes,Is a
4230636,88810008,Alkaline phosphatase measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,68,3044478,43709-5,Alkaline phosphatase.intestinal+renal [Presence] in Serum or Plasma,LOINC,Yes,Is a
37172334,50621000237106,Toxoplasma gondii IgG antibody in serum qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,68,3038536,40677-7,Toxoplasma gondii IgG Ab [Presence] in Serum by Immunoassay,LOINC,Yes,Is a
3033617,9781-6,Acanthamoeba sp identified in Specimen by Organism specific culture,Lab Test,Measurement,LOINC,Valid,Standard,68,3033617,9781-6,Acanthamoeba sp identified in Specimen by Organism specific culture,LOINC,No,
3026018,13984-0,Alpha 1 globulin/Protein.total in 24 hour Urine by Electrophoresis,Lab Test,Measurement,LOINC,Valid,Standard,68,3026018,13984-0,Alpha 1 globulin/Protein.total in 24 hour Urine by Electrophoresis,LOINC,No,
3013572,13988-1,Beta globulin/Protein.total in 24 hour Urine by Electrophoresis,Lab Test,Measurement,LOINC,Valid,Standard,68,3013572,13988-1,Beta globulin/Protein.total in 24 hour Urine by Electrophoresis,LOINC,No,
4149883,30994003,"Glucose measurement, urine",Clinical Observation,Measurement,SNOMED,Valid,Standard,68,3010115,25664-4,Glucose [Mass/volume] in Urine --1 hour post dose glucose,LOINC,Yes,Is a
4005371,121742007,Beta-2-transferrin measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,68,3009388,13876-8,Beta-2 transferrin [Presence] in Body fluid,LOINC,Yes,Subsumes
4287388,69527006,Luteinizing hormone measurement,Procedure,Measurement,SNOMED,Valid,Standard,67,4287388,69527006,Luteinizing hormone measurement,SNOMED,No,
40761526,58425-0,Ethyl sulfate [Mass/volume] in Urine by Confirmatory method,Lab Test,Measurement,LOINC,Valid,Standard,67,40761526,58425-0,Ethyl sulfate [Mass/volume] in Urine by Confirmatory method,LOINC,No,
40761479,58378-1,Ethyl glucuronide [Mass/volume] in Urine by Confirmatory method,Lab Test,Measurement,LOINC,Valid,Standard,67,40761479,58378-1,Ethyl glucuronide [Mass/volume] in Urine by Confirmatory method,LOINC,No,
3041870,40726-2,Hepatitis C virus IgG Ab [Presence] in Serum or Plasma by Immunoassay,Lab Test,Measurement,LOINC,Valid,Standard,67,3041870,40726-2,Hepatitis C virus IgG Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,No,
4020124,105019008,"Urobilinogen measurement, urine, qualitative",Clinical Observation,Measurement,SNOMED,Valid,Standard,67,3037426,5818-0,Urobilinogen [Presence] in Urine by Test strip,LOINC,Yes,Is a
4020132,105055000,Alprazolam measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,67,3035738,3313-4,ALPRAZolam [Mass/volume] in Urine,LOINC,Yes,Subsumes
4045478,122266004,Neisseria gonorrhoeae culture,Clinical Observation,Measurement,SNOMED,Valid,Standard,67,3028334,698-1,Neisseria gonorrhoeae [Presence] in Specimen by Organism specific culture,LOINC,Yes,Is a
3016894,21598-8,Varicella zoster virus DNA [Presence] in Cerebral spinal fluid by NAA with probe detection,Lab Test,Measurement,LOINC,Valid,Standard,67,3016894,21598-8,Varicella zoster virus DNA [Presence] in Cerebral spinal fluid by NAA with probe detection,LOINC,No,
4020107,104957004,Testosterone measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,67,3015222,2990-0,Testosterone.free+weakly bound [Mass/volume] in Serum or Plasma,LOINC,Yes,Subsumes
4230546,359992002,"Bilirubin measurement, urine",Clinical Observation,Measurement,SNOMED,Valid,Standard,67,3010873,1978-6,Bilirubin.total [Mass/volume] in Urine,LOINC,Yes,Subsumes
2213187,No matching concept,No matching concept,Undefined,Unknown,None,Invalid,Non-standard,67,2213187,No matching concept,No matching concept,None,No,
36306115,88725-7,MDA5 Ab [Units/volume] in Serum by Line blot,Lab Test,Measurement,LOINC,Valid,Standard,66,36306115,88725-7,MDA5 Ab [Units/volume] in Serum by Line blot,LOINC,No,
36304323,88732-3,Mi-2 alpha Ab [Units/volume] in Serum by Line blot,Lab Test,Measurement,LOINC,Valid,Standard,66,36304323,88732-3,Mi-2 alpha Ab [Units/volume] in Serum by Line blot,LOINC,No,
36303431,88733-1,Mi-2 beta Ab [Units/volume] in Serum by Line blot,Lab Test,Measurement,LOINC,Valid,Standard,66,36303431,88733-1,Mi-2 beta Ab [Units/volume] in Serum by Line blot,LOINC,No,
4304795,388656000,Lobster specific IgE antibody measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,66,3036031,6165-5,Lobster IgE Ab [Units/volume] in Serum,LOINC,Yes,Is a
4036527,117917004,Measurement of neuronal antinuclear antibody,Clinical Observation,Measurement,SNOMED,Valid,Standard,66,3032065,35278-1,Neuronal nuclear Ab [Presence] in Serum by Immunoblot,LOINC,Yes,Subsumes
3030791,51385-3,Plasma cells/100 leukocytes in Cerebral spinal fluid by Manual count,Lab Test,Measurement,LOINC,Valid,Standard,66,3030791,51385-3,Plasma cells/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,No,
3027904,6890-8,Gamma globulin [Mass/volume] in 24 hour Urine,Lab Test,Measurement,LOINC,Valid,Standard,66,3027904,6890-8,Gamma globulin [Mass/volume] in 24 hour Urine,LOINC,No,
3026593,19767-3,Cytologist who read Cyto stain of Cervical or vaginal smear or scraping,Lab Test,Measurement,LOINC,Valid,Standard,66,3026593,19767-3,Cytologist who read Cyto stain of Cervical or vaginal smear or scraping,LOINC,No,
4022489,105247001,Midazolam measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,66,3017773,19588-3,Midazolam [Mass/volume] in Urine,LOINC,Yes,Is a
3016819,31585-3,Reticulin IgG Ab [Presence] in Serum,Lab Test,Measurement,LOINC,Valid,Standard,66,3016819,31585-3,Reticulin IgG Ab [Presence] in Serum,LOINC,No,
3002625,1848-1,Androstanolone [Mass/volume] in Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard,66,3002625,1848-1,Androstanolone [Mass/volume] in Serum or Plasma,LOINC,No,
46257710,No matching concept,No matching concept,Undefined,Unknown,None,Invalid,Non-standard,65,46257710,No matching concept,No matching concept,None,No,
40762112,59019-0,HLA-DQA1 [Type] by High resolution,Lab Test,Measurement,LOINC,Valid,Standard,65,40762112,59019-0,HLA-DQA1 [Type] by High resolution,LOINC,No,
36203662,86738-2,Toxoplasma gondii IgG Ab [Presence] in Specimen by Immunoassay,Lab Test,Measurement,LOINC,Valid,Standard,65,36203662,86738-2,Toxoplasma gondii IgG Ab [Presence] in Specimen by Immunoassay,LOINC,No,
35918818,3820,CEA Pretreatment Lab Value,NAACCR Variable,Measurement,NAACCR,Valid,Standard,65,35918818,3820,CEA Pretreatment Lab Value,NAACCR,No,
35917774,myeloma_plasma_cell_disorder@2890,Durie-Salmon Staging System,NAACCR Variable,Measurement,NAACCR,Valid,Standard,65,35917774,myeloma_plasma_cell_disorder@2890,Durie-Salmon Staging System,NAACCR,No,
35917249,myeloma_plasma_cell_disorder@2900,Multiple Myeloma Terminology,NAACCR Variable,Measurement,NAACCR,Valid,Standard,65,35917249,myeloma_plasma_cell_disorder@2900,Multiple Myeloma Terminology,NAACCR,No,
35917185,myeloma_plasma_cell_disorder@2880,OBSOLETE - Janus Kinase 2 (JAK2) (also known as JAK2 Exon 12),NAACCR Variable,Measurement,NAACCR,Valid,Standard,65,35917185,myeloma_plasma_cell_disorder@2880,OBSOLETE - Janus Kinase 2 (JAK2) (also known as JAK2 Exon 12),NAACCR,No,
3033486,25158-7,Oval fat bodies (globules) [Presence] in Urine sediment by Light microscopy,Lab Test,Measurement,LOINC,Valid,Standard,65,3033486,25158-7,Oval fat bodies (globules) [Presence] in Urine sediment by Light microscopy,LOINC,No,
4243005,38151008,Magnesium measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,65,3019123,26708-8,Magnesium [Moles/mass] in Stool,LOINC,Yes,Is a
4195184,313694007,Urine cystine measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,65,3017259,13966-7,Cystine [Moles/time] in 24 hour Urine,LOINC,Yes,Is a
40481784,442044007,Measurement of chloride in stool specimen,Clinical Observation,Measurement,SNOMED,Valid,Standard,65,3014853,2076-8,Chloride [Moles/mass] in Stool,LOINC,Yes,Is a
1243996,375701000119105,Presence of white blood cells in stool,Clinical Observation,Measurement,SNOMED,Valid,Standard,65,3014441,13655-6,Leukocytes [Presence] in Stool by Light microscopy,LOINC,Yes,Is a
4212822,391542001,Urine metadrenaline level,Clinical Observation,Measurement,SNOMED,Valid,Standard,65,3011933,11139-3,Metanephrine [Mass/volume] in Urine,LOINC,Yes,Is a
37173593,62361000237101,Mycoplasma pneumoniae IgM antibody in serum qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,65,3010521,5257-1,Mycoplasma pneumoniae IgM Ab [Presence] in Serum by Immunoassay,LOINC,Yes,Subsumes
3001046,6909-6,Mucin clot [Appearance] in Synovial fluid Qualitative,Lab Test,Measurement,LOINC,Valid,Standard,65,3001046,6909-6,Mucin clot [Appearance] in Synovial fluid Qualitative,LOINC,No,
4007656,121776003,Elastase measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,65,3000570,25907-7,Elastase.pancreatic [Mass/mass] in Stool,LOINC,Yes,Subsumes
1635670,p-6th_AJCC/UICC-T3,AJCC/UICC 6th pathological T3 Category,Staging/Grading,Measurement,Cancer Modifier,Valid,Standard,65,1635670,p-6th_AJCC/UICC-T3,AJCC/UICC 6th pathological T3 Category,Cancer Modifier,No,
1634236,p-7th_AJCC/UICC-T1b,AJCC/UICC 7th pathological T1b Category,Staging/Grading,Measurement,Cancer Modifier,Valid,Standard,65,1634236,p-7th_AJCC/UICC-T1b,AJCC/UICC 7th pathological T1b Category,Cancer Modifier,No,
4336401,87199005,Lead screening,Procedure,Measurement,SNOMED,Valid,Standard,64,4336401,87199005,Lead screening,SNOMED,No,
40765016,62255-5,Lipoprotein insulin resistance score in Serum or Plasma,Lab Test,Measurement,LOINC,Valid,Standard,64,40765016,62255-5,Lipoprotein insulin resistance score in Serum or Plasma,LOINC,No,
37172376,51091000237107,MSSA (methicillin sensitive Staphylococcus aureus) DNA nucleic acid amplification qualitative result,Clinical Observation,Measurement,SNOMED,Valid,Standard,64,40764165,61404-0,Staphylococcus aureus DNA [Presence] in Specimen by NAA with probe detection,LOINC,Yes,Is a
4076704,17888004,High density lipoprotein measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,64,3032771,49748-7,Lipoprotein.alpha [Moles/volume] in Serum or Plasma,LOINC,Yes,Subsumes
3027820,5784-4,Cystine crystals [Presence] in Urine sediment by Light microscopy,Lab Test,Measurement,LOINC,Valid,Standard,64,3027820,5784-4,Cystine crystals [Presence] in Urine sediment by Light microscopy,LOINC,No,
3024408,12210-1,Eosinophils/100 leukocytes in Urine sediment by Manual count,Lab Test,Measurement,LOINC,Valid,Standard,64,3024408,12210-1,Eosinophils/100 leukocytes in Urine sediment by Manual count,LOINC,No,
4241221,59388001,"Cell count, body fluid",Clinical Observation,Measurement,SNOMED,Valid,Standard,64,3023391,30469-1,Unspecified cells/100 leukocytes in Body fluid,LOINC,Yes,Is a
3020953,25149-6,Calcium phosphate crystals [#/area] in Urine sediment by Microscopy high power field,Lab Test,Measurement,LOINC,Valid,Standard,64,3020953,25149-6,Calcium phosphate crystals [#/area] in Urine sediment by Microscopy high power field,LOINC,No,
4007969,122083001,Measurement of Saccharomonospora viridis antibody,Clinical Observation,Measurement,SNOMED,Valid,Standard,64,3012653,15209-0,Saccharomonospora viridis Ab [Presence] in Serum by Immune diffusion (ID),LOINC,Yes,Is a
4044791,122126009,Measurement of Thermoactinomyces candidus antibody,Clinical Observation,Measurement,SNOMED,Valid,Standard,64,3012650,21560-8,Thermoactinomyces candidus Ab [Presence] in Serum,LOINC,Yes,Is a
4338515,87998001,"Morphine measurement, quantitative",Clinical Observation,Measurement,SNOMED,Valid,Standard,64,3010119,16251-1,Morphine [Mass/volume] in Urine by Confirmatory method,LOINC,Yes,Is a
4020862,105192003,Fentanyl measurement,Clinical Observation,Measurement,SNOMED,Valid,Standard,64,3007785,3637-6,fentaNYL [Mass/volume] in Urine,LOINC,Yes,Is a
3007245,13300-9,HLA-A+B [Type],Lab Test,Measurement,LOINC,Valid,Standard,64,3007245,13300-9,HLA-A+B [Type],LOINC,No,
4070937,20469004,Protein S assay,Clinical Observation,Measurement,SNOMED,Valid,Standard,64,3001182,5893-3,Protein S [Units/volume] in Platelet poor plasma by Chromogenic method,LOINC,Yes,Is a
