Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept,Frequency,Original_Id,Original_Code,Original_Name,Original_Vocab,Mapping_Applied,Mapping_Relationship
2108824,42844,"Radical resection of tonsil, tonsillar pillars, and/or retromolar trigone; closure with local flap (eg, tongue, buccal)",Undefined,Procedure,CPT4,Invalid,Non-standard,18,2108824,42844,"Radical resection of tonsil, tonsillar pillars, and/or retromolar trigone; closure with local flap (eg, tongue, buccal)",CPT4,No,
4270510,63091003,Secondary sialodochoplasty,Undefined,Procedure,SNOMED,Invalid,Non-standard,18,2108778,42505,"Plastic repair of salivary duct, sialodochoplasty; secondary or complicated",CPT4,Yes,Maps to
2108497,39200,Resection of mediastinal cyst,Undefined,Procedure,CPT4,Invalid,Non-standard,18,2108497,39200,Resection of mediastinal cyst,CPT4,No,
2108294,36823,"Insertion of arterial and venous cannula(s) for isolated extracorporeal circulation including regional chemotherapy perfusion to an extremity, with or without hyperthermia, with removal of cannula(s) and repair of arteriotomy and venotomy sites",Undefined,Procedure,CPT4,Invalid,Non-standard,18,2108294,36823,"Insertion of arterial and venous cannula(s) for isolated extracorporeal circulation including regional chemotherapy perfusion to an extremity, with or without hyperthermia, with removal of cannula(s) and repair of arteriotomy and venotomy sites",CPT4,No,
4052846,23617000,Repair of ruptured aneurysm of abdominal aorta with graft,Undefined,Procedure,SNOMED,Invalid,Non-standard,18,2107644,35092,"Direct repair of aneurysm, pseudoaneurysm, or excision (partial or total) and graft insertion, with or without patch graft; for ruptured aneurysm, abdominal aorta involving visceral vessels (mesenteric, celiac, renal)",CPT4,Yes,Maps to
2107592,34820,"Open iliac artery exposure for delivery of endovascular prosthesis or iliac occlusion during endovascular therapy, by abdominal or retroperitoneal incision, unilateral (List separately in addition to code for primary procedure)",Undefined,Procedure,CPT4,Invalid,Non-standard,18,2107592,34820,"Open iliac artery exposure for delivery of endovascular prosthesis or iliac occlusion during endovascular therapy, by abdominal or retroperitoneal incision, unilateral (List separately in addition to code for primary procedure)",CPT4,No,
2107577,34805,Endovascular repair of infrarenal abdominal aortic aneurysm or dissection; using aorto-uniiliac or aorto-unifemoral prosthesis (Deprecated),Undefined,Procedure,CPT4,Invalid,Non-standard,18,2107577,34805,Endovascular repair of infrarenal abdominal aortic aneurysm or dissection; using aorto-uniiliac or aorto-unifemoral prosthesis (Deprecated),CPT4,No,
2106705,32141,"Thoracotomy; with resection-plication of bullae, includes any pleural procedure when performed",Undefined,Procedure,CPT4,Invalid,Non-standard,18,2106705,32141,"Thoracotomy; with resection-plication of bullae, includes any pleural procedure when performed",CPT4,No,
2106429,31300,"Laryngotomy (thyrotomy, laryngofissure), with removal of tumor or laryngocele, cordectomy",Undefined,Procedure,CPT4,Invalid,Non-standard,18,2106429,31300,"Laryngotomy (thyrotomy, laryngofissure), with removal of tumor or laryngocele, cordectomy",CPT4,No,
2106275,30620,Septal or other intranasal dermatoplasty (does not include obtaining graft),Undefined,Procedure,CPT4,Invalid,Non-standard,18,2106275,30620,Septal or other intranasal dermatoplasty (does not include obtaining graft),CPT4,No,
2106215,30310,"Removal foreign body, intranasal; requiring general anesthesia",Undefined,Procedure,CPT4,Invalid,Non-standard,18,2106215,30310,"Removal foreign body, intranasal; requiring general anesthesia",CPT4,No,
2105451,27888,"Amputation, ankle, through malleoli of tibia and fibula (eg, Syme, Pirogoff type procedures), with plastic closure and resection of nerves",Undefined,Procedure,CPT4,Invalid,Non-standard,18,2105451,27888,"Amputation, ankle, through malleoli of tibia and fibula (eg, Syme, Pirogoff type procedures), with plastic closure and resection of nerves",CPT4,No,
4231517,439364008,Closed reduction of fracture of posterior malleolus,Undefined,Procedure,SNOMED,Invalid,Non-standard,18,2105384,27767,Closed treatment of posterior malleolus fracture; without manipulation,CPT4,Yes,Maps to
2105191,27556,"Open treatment of knee dislocation, includes internal fixation, when performed; without primary ligamentous repair or augmentation/reconstruction",Undefined,Procedure,CPT4,Invalid,Non-standard,18,2105191,27556,"Open treatment of knee dislocation, includes internal fixation, when performed; without primary ligamentous repair or augmentation/reconstruction",CPT4,No,
2105105,27450,"Osteotomy, femur, shaft or supracondylar; with fixation",Undefined,Procedure,CPT4,Invalid,Non-standard,18,2105105,27450,"Osteotomy, femur, shaft or supracondylar; with fixation",CPT4,No,
2104794,27075,"Radical resection of tumor; wing of ilium, 1 pubic or ischial ramus or symphysis pubis",Undefined,Procedure,CPT4,Invalid,Non-standard,18,2104794,27075,"Radical resection of tumor; wing of ilium, 1 pubic or ischial ramus or symphysis pubis",CPT4,No,
4143592,306869008,Muscle or tendon operation,Procedure,Procedure,SNOMED,Valid,Standard,18,2753935,0KXK0Z2,"Transfer Right Abdomen Muscle with Skin and Subcutaneous Tissue, Open Approach",ICD10PCS,Yes,Is a
4044379,129237003,Closed approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2751840,0HC1XZZ,"Extirpation of Matter from Face Skin, External Approach",ICD10PCS,Yes,Access of
4044379,129237003,Closed approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2754510,0HXKXZZ,"Transfer Right Lower Leg Skin, External Approach",ICD10PCS,Yes,Has access
4076620,224898003,Orthotic device,Procedure,Procedure,SNOMED,Valid,Standard,18,2794695,F08Z4FZ,"Home Management Treatment using Assistive, Adaptive, Supportive or Protective Equipment",ICD10PCS,Yes,Dir device of
4118091,302478006,Prosthetic replacement of temporomandibular joint,Procedure,Procedure,SNOMED,Valid,Standard,18,4118091,302478006,Prosthetic replacement of temporomandibular joint,SNOMED,No,
4117074,287810009,Gastric anastomosis revision,Procedure,Procedure,SNOMED,Valid,Standard,18,4117074,287810009,Gastric anastomosis revision,SNOMED,No,
4098879,27010001,Partial excision of large intestine,Procedure,Procedure,SNOMED,Valid,Standard,18,4098879,27010001,Partial excision of large intestine,SNOMED,No,
4078919,19214009,Incision of spinal nerve root,Procedure,Procedure,SNOMED,Valid,Standard,18,4078919,19214009,Incision of spinal nerve root,SNOMED,No,
4073526,177866001,Repair of bilateral inguinal hernias,Procedure,Procedure,SNOMED,Valid,Standard,18,4073526,177866001,Repair of bilateral inguinal hernias,SNOMED,No,
4066035,17203000,Total hepatectomy,Procedure,Procedure,SNOMED,Valid,Standard,18,4066035,17203000,Total hepatectomy,SNOMED,No,
4058165,168941001,Abdominal aortogram,Procedure,Procedure,SNOMED,Valid,Standard,18,4058165,168941001,Abdominal aortogram,SNOMED,No,
4049435,12418009,Intermediate transfer of pedicle flap,Procedure,Procedure,SNOMED,Valid,Standard,18,4049435,12418009,Intermediate transfer of pedicle flap,SNOMED,No,
4048627,232487002,Transantral ligation of maxillary artery,Procedure,Procedure,SNOMED,Valid,Standard,18,4048627,232487002,Transantral ligation of maxillary artery,SNOMED,No,
40482720,442299008,Construction of cutaneous stoma of urinary bladder,Procedure,Procedure,SNOMED,Valid,Standard,18,40482720,442299008,Construction of cutaneous stoma of urinary bladder,SNOMED,No,
40480531,443190008,Excision of neoplasm of chest wall including rib,Procedure,Procedure,SNOMED,Valid,Standard,18,40480531,443190008,Excision of neoplasm of chest wall including rib,SNOMED,No,
4046290,133864008,Lithotripsy,Procedure,Procedure,SNOMED,Valid,Standard,18,4046290,133864008,Lithotripsy,SNOMED,No,
4032310,14687003,Choledochoenterostomy,Procedure,Procedure,SNOMED,Valid,Standard,18,4032310,14687003,Choledochoenterostomy,SNOMED,No,
36713045,16334561000119101,MRI of chest without contrast,Procedure,Procedure,SNOMED,Valid,Standard,18,36713045,16334561000119101,MRI of chest without contrast,SNOMED,No,
4232481,89837001,Urinary bladder structure,Procedure,Procedure,SNOMED,Valid,Standard,18,2792045,BT40ZZZ,Ultrasonography of Bladder,ICD10PCS,Yes,Dir proc site of
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,18,2786295,3E1M38X,"Irrigation of Peritoneal Cavity using Irrigating Substance, Percutaneous Approach, Diagnostic",ICD10PCS,Yes,Using acc device
4080877,278110001,Radiographic imaging - action,Procedure,Procedure,SNOMED,Valid,Standard,18,2789577,B2041ZZ,Plain Radiography of Right Heart using Low Osmolar Contrast,ICD10PCS,Yes,Has method
4059064,168818005,Pelvic contrast radiography,Procedure,Procedure,SNOMED,Valid,Standard,18,2789403,B51G1ZZ,Fluoroscopy of Left Pelvic (Iliac) Veins using Low Osmolar Contrast,ICD10PCS,Yes,Is a
40489371,446784007,Venography of lower extremity using contrast,Procedure,Procedure,SNOMED,Valid,Standard,18,2789389,B51DYZZ,Fluoroscopy of Bilateral Lower Extremity Veins using Other Contrast,ICD10PCS,Yes,Is a
40489371,446784007,Venography of lower extremity using contrast,Procedure,Procedure,SNOMED,Valid,Standard,18,2789370,B51B1ZA,"Fluoroscopy of Right Lower Extremity Veins using Low Osmolar Contrast, Guidance",ICD10PCS,Yes,Is a
4311330,9454009,Structure of subclavian vein,Procedure,Procedure,SNOMED,Valid,Standard,18,2789154,B516ZZZ,Fluoroscopy of Right Subclavian Vein,ICD10PCS,Yes,Has dir proc site
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2788977,30243Q1,"Transfusion of Nonautologous White Cells into Central Vein, Percutaneous Approach",ICD10PCS,Yes,Access of
4042529,22943007,Trunk structure,Procedure,Procedure,SNOMED,Valid,Standard,18,2788823,8E0WXY8,Suture Removal from Trunk Region,ICD10PCS,Yes,Proc site of
4193195,312251004,Computed tomography imaging - action,Procedure,Procedure,SNOMED,Valid,Standard,18,2788377,B42HYZZ,Computerized Tomography (CT Scan) of Bilateral Lower Extremity Arteries using Other Contrast,ICD10PCS,Yes,Method of
4219631,82433009,Continuous negative pressure ventilation treatment,Procedure,Procedure,SNOMED,Valid,Standard,18,2788016,5A09359,"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, Continuous Negative Airway Pressure",ICD10PCS,Yes,Subsumes
4321108,7087005,Intermittent,Procedure,Procedure,SNOMED,Valid,Standard,18,2787811,5A02110,"Assistance with Cardiac Output using Balloon Pump, Intermittent",ICD10PCS,Yes,Has property
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,18,2787738,3E0D7GC,"Introduction of Other Therapeutic Substance into Mouth and Pharynx, Via Natural or Artificial Opening",ICD10PCS,Yes,Using acc device
4120825,303747001,Imaging of respiratory system with contrast,Procedure,Procedure,SNOMED,Valid,Standard,18,2787678,BB241ZZ,Computerized Tomography (CT Scan) of Bilateral Lungs using Low Osmolar Contrast,ICD10PCS,Yes,Is a
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2786737,3E053RZ,"Introduction of Antiarrhythmic into Peripheral Artery, Percutaneous Approach",ICD10PCS,Yes,Has access
4044177,129266000,Measurement - action,Procedure,Procedure,SNOMED,Valid,Standard,18,2786516,4A003BD,"Measurement of Intracranial Pressure, Percutaneous Approach",ICD10PCS,Yes,Has method
4119274,22890008,Augmentation mammoplasty,Procedure,Procedure,SNOMED,Valid,Standard,18,4119274,22890008,Augmentation mammoplasty,SNOMED,No,
4145288,34214004,Creation of aorta-subclavian-carotid vascular bypass,Procedure,Procedure,SNOMED,Valid,Standard,18,4145288,34214004,Creation of aorta-subclavian-carotid vascular bypass,SNOMED,No,
4154201,272522003,Breast incision,Procedure,Procedure,SNOMED,Valid,Standard,18,4154201,272522003,Breast incision,SNOMED,No,
4185759,4143006,Injection of anterior chamber of eye,Procedure,Procedure,SNOMED,Valid,Standard,18,4185759,4143006,Injection of anterior chamber of eye,SNOMED,No,
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2754782,0JU107Z,"Supplement of Face Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Has access
710057,99422,"Online digital evaluation and management service, for an established patient, for up to 7 days, cumulative time during the 7 days; 11-20 minutes",Undefined,Observation,CPT4,Invalid,Non-standard,18,710057,99422,"Online digital evaluation and management service, for an established patient, for up to 7 days, cumulative time during the 7 days; 11-20 minutes",CPT4,No,
46257708,20983,"Ablation therapy for reduction or eradication of 1 or more bone tumors (eg, metastasis) including adjacent soft tissue when involved by tumor extension, percutaneous, including imaging guidance when performed; cryoablation",Undefined,Procedure,CPT4,Invalid,Non-standard,18,46257708,20983,"Ablation therapy for reduction or eradication of 1 or more bone tumors (eg, metastasis) including adjacent soft tissue when involved by tumor extension, percutaneous, including imaging guidance when performed; cryoablation",CPT4,No,
46257469,33989,"Removal of left heart vent by thoracic incision (eg, sternotomy, thoracotomy) for ECMO/ECLS",Undefined,Procedure,CPT4,Invalid,Non-standard,18,46257469,33989,"Removal of left heart vent by thoracic incision (eg, sternotomy, thoracotomy) for ECMO/ECLS",CPT4,No,
46257440,33964,"Extracorporeal membrane oxygenation (ECMO)/extracorporeal life support (ECLS) provided by physician; reposition central cannula(e) by sternotomy or thoracotomy, 6 years and older (includes fluoroscopic guidance, when performed)",Undefined,Procedure,CPT4,Invalid,Non-standard,18,46257440,33964,"Extracorporeal membrane oxygenation (ECMO)/extracorporeal life support (ECLS) provided by physician; reposition central cannula(e) by sternotomy or thoracotomy, 6 years and older (includes fluoroscopic guidance, when performed)",CPT4,No,
46257397,33955,"Extracorporeal membrane oxygenation (ECMO)/extracorporeal life support (ECLS) provided by physician; insertion of central cannula(e) by sternotomy or thoracotomy, birth through 5 years of age",Undefined,Procedure,CPT4,Invalid,Non-standard,18,46257397,33955,"Extracorporeal membrane oxygenation (ECMO)/extracorporeal life support (ECLS) provided by physician; insertion of central cannula(e) by sternotomy or thoracotomy, birth through 5 years of age",CPT4,No,
45765576,702545008,Psychoeducation,Procedure,Observation,SNOMED,Valid,Standard,18,45765576,702545008,Psychoeducation,SNOMED,No,
44816474,0326T,"Electrophysiologic evaluation of subcutaneous implantable defibrillator (includes defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming or reprogramming of sensing o... (Dep...",Undefined,Procedure,CPT4,Invalid,Non-standard,18,44816474,0326T,"Electrophysiologic evaluation of subcutaneous implantable defibrillator (includes defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming or reprogramming of sensing o... (Dep...",CPT4,No,
4338594,232967006,LVAD - Implantation of left ventricular assist device,Procedure,Procedure,SNOMED,Valid,Standard,18,4338594,232967006,LVAD - Implantation of left ventricular assist device,SNOMED,No,
4332227,432041001,Radionuclide imaging of whole body using technetium (99m-Tc) exametazine labeled leukocytes,Procedure,Procedure,SNOMED,Valid,Standard,18,4332227,432041001,Radionuclide imaging of whole body using technetium (99m-Tc) exametazine labeled leukocytes,SNOMED,No,
4328240,75935006,Thoracoscopic lobectomy of lung,Procedure,Procedure,SNOMED,Valid,Standard,18,4328240,75935006,Thoracoscopic lobectomy of lung,SNOMED,No,
4309591,388229009,Transurethral external sphincterotomy of male urinary bladder,Procedure,Procedure,SNOMED,Valid,Standard,18,4309591,388229009,Transurethral external sphincterotomy of male urinary bladder,SNOMED,No,
4305752,150062003,Osteotomy,Procedure,Procedure,SNOMED,Valid,Standard,18,4305752,150062003,Osteotomy,SNOMED,No,
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,43018022,0WQ30ZZ,"Repair Oral Cavity and Throat, Open Approach",ICD10PCS,Yes,Has access
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,18,43016342,07DD8ZX,"Extraction of Aortic Lymphatic, Via Natural or Artificial Opening Endoscopic, Diagnostic",ICD10PCS,Yes,Using acc device
4044550,129419002,Dilation - action,Procedure,Procedure,SNOMED,Valid,Standard,18,43014797,00764ZZ,"Dilation of Cerebral Ventricle, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Has method
4300373,387643005,Partial hysterectomy,Procedure,Procedure,SNOMED,Valid,Standard,18,4300373,387643005,Partial hysterectomy,SNOMED,No,
4295036,401191002,Diabetic foot examination,Procedure,Procedure,SNOMED,Valid,Standard,18,4295036,401191002,Diabetic foot examination,SNOMED,No,
4106470,257867005,Insertion - action,Procedure,Procedure,SNOMED,Valid,Standard,18,42896903,04753EZ,"Dilation of Superior Mesenteric Artery with Two Intraluminal Devices, Percutaneous Approach",ICD10PCS,Yes,Has method
4106470,257867005,Insertion - action,Procedure,Procedure,SNOMED,Valid,Standard,18,42894481,0270366,"Dilation of Coronary Artery, One Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10PCS,Yes,Method of
42737623,77783,Remote afterloading high intensity brachytherapy; 9-12 source positions or catheters (Deprecated),Undefined,Procedure,CPT4,Invalid,Non-standard,18,42737623,77783,Remote afterloading high intensity brachytherapy; 9-12 source positions or catheters (Deprecated),CPT4,No,
4267730,62923002,Excision of ischial pressure injury with skin flap reconstruction,Procedure,Procedure,SNOMED,Valid,Standard,18,4267730,62923002,Excision of ischial pressure injury with skin flap reconstruction,SNOMED,No,
4262478,396221000,Opening of cranial suture,Procedure,Procedure,SNOMED,Valid,Standard,18,4262478,396221000,Opening of cranial suture,SNOMED,No,
4262407,35807001,Control of hemorrhage of nose,Procedure,Procedure,SNOMED,Valid,Standard,18,4262407,35807001,Control of hemorrhage of nose,SNOMED,No,
42534996,12771000087105,Ultrasonography of left breast and left axilla,Procedure,Procedure,SNOMED,Valid,Standard,18,42534996,12771000087105,Ultrasonography of left breast and left axilla,SNOMED,No,
4243665,59896001,Dilation of rectum,Procedure,Procedure,SNOMED,Valid,Standard,18,4243665,59896001,Dilation of rectum,SNOMED,No,
4239805,57561004,Osteotomy of calcaneus,Procedure,Procedure,SNOMED,Valid,Standard,18,4239805,57561004,Osteotomy of calcaneus,SNOMED,No,
4239226,91243005,Osteotomy and transfer of greater trochanter,Procedure,Procedure,SNOMED,Valid,Standard,18,4239226,91243005,Osteotomy and transfer of greater trochanter,SNOMED,No,
4233214,89770003,Anal sphincterotomy,Procedure,Procedure,SNOMED,Valid,Standard,18,4233214,89770003,Anal sphincterotomy,SNOMED,No,
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2786507,3E1U38X,"Irrigation of Joints using Irrigating Substance, Percutaneous Approach, Diagnostic",ICD10PCS,Yes,Has access
4134852,397997006,Lingual frenoplasty,Procedure,Procedure,SNOMED,Valid,Standard,18,4134852,397997006,Lingual frenoplasty,SNOMED,No,
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,18,2786256,3E1B78Z,"Irrigation of Ear using Irrigating Substance, Via Natural or Artificial Opening",ICD10PCS,Yes,Using device
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2760552,0MQP0ZZ,"Repair Left Knee Bursa and Ligament, Open Approach",ICD10PCS,Yes,Has access
2771355,0SG00A1,"Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach (Deprecated)",ICD10PCS,Procedure,ICD10PCS,Valid,Standard,18,2771355,0SG00A1,"Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach (Deprecated)",ICD10PCS,No,
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2770393,0SJ93ZZ,"Inspection of Right Hip Joint, Percutaneous Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2770295,0S9D00Z,"Drainage of Left Knee Joint with Drainage Device, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2770098,0S9C00Z,"Drainage of Right Knee Joint with Drainage Device, Open Approach",ICD10PCS,Yes,Access of
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2769865,0SHF08Z,"Insertion of Spacer into Right Ankle Joint, Open Approach",ICD10PCS,Yes,Has access
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2769501,0R9M3ZZ,"Drainage of Left Elbow Joint, Percutaneous Approach",ICD10PCS,Yes,Has access
4001728,119576002,Musculoskeletal system transposition,Procedure,Procedure,SNOMED,Valid,Standard,18,2769477,0QSNXZZ,"Reposition Right Metatarsal, External Approach",ICD10PCS,Yes,Is a
4001728,119576002,Musculoskeletal system transposition,Procedure,Procedure,SNOMED,Valid,Standard,18,2768935,0QSBXZZ,"Reposition Right Lower Femur, External Approach",ICD10PCS,Yes,Is a
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,18,2767823,0RG70K0,"Fusion of 2 to 7 Thoracic Vertebral Joints with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach",ICD10PCS,Yes,Using subst
4041249,118635009,Revision,Procedure,Procedure,SNOMED,Valid,Standard,18,2767729,0QWHX5Z,"Revision of External Fixation Device in Left Tibia, External Approach",ICD10PCS,Yes,Is a
2767303,0RG20A1,"Fusion of 2 or more Cervical Vertebral Joints with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach (Deprecated)",ICD10PCS,Procedure,ICD10PCS,Valid,Standard,18,2767303,0RG20A1,"Fusion of 2 or more Cervical Vertebral Joints with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach (Deprecated)",ICD10PCS,No,
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2766382,0QPH05Z,"Removal of External Fixation Device from Left Tibia, Open Approach",ICD10PCS,Yes,Has access
4000738,119583009,Trunk excision,Procedure,Procedure,SNOMED,Valid,Standard,18,2766027,0RB60ZZ,"Excision of Thoracic Vertebral Joint, Open Approach",ICD10PCS,Yes,Is a
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2761320,0NHV35Z,"Insertion of External Fixation Device into Left Mandible, Percutaneous Approach",ICD10PCS,Yes,Access of
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2760309,0MQ40ZZ,"Repair Left Elbow Bursa and Ligament, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2772079,0SG707Z,"Fusion of Right Sacroiliac Joint with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Has access
4001728,119576002,Musculoskeletal system transposition,Procedure,Procedure,SNOMED,Valid,Standard,18,2757665,0KX40ZZ,"Transfer Tongue, Palate, Pharynx Muscle, Open Approach",ICD10PCS,Yes,Is a
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2757643,0K9P3ZZ,"Drainage of Left Hip Muscle, Percutaneous Approach",ICD10PCS,Yes,Has access
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2757276,0JHS33Z,"Insertion of Infusion Device into Head and Neck Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2756656,0KU007Z,"Supplement Head Muscle with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Has access
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2755999,0JBL3ZX,"Excision of Right Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2755840,0JX90ZZ,"Transfer Buttock Subcutaneous Tissue and Fascia, Open Approach",ICD10PCS,Yes,Has access
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2755757,0JB53ZX,"Excision of Left Neck Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic",ICD10PCS,Yes,Access of
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2755676,0L970ZZ,"Drainage of Right Hand Tendon, Open Approach",ICD10PCS,Yes,Has access
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2755539,0J9P3ZZ,"Drainage of Left Lower Leg Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10PCS,Yes,Has access
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2755457,0L8N3ZZ,"Division of Right Lower Leg Tendon, Percutaneous Approach",ICD10PCS,Yes,Has access
4041249,118635009,Revision,Procedure,Procedure,SNOMED,Valid,Standard,18,2755313,0JWT0JZ,"Revision of Synthetic Substitute in Trunk Subcutaneous Tissue and Fascia, Open Approach",ICD10PCS,Yes,Is a
4045049,129284003,Surgical action,Procedure,Procedure,SNOMED,Valid,Standard,18,2755282,0J9C30Z,"Drainage of Pelvic Region Subcutaneous Tissue and Fascia with Drainage Device, Percutaneous Approach",ICD10PCS,Yes,Has method
3667159,860986005,Structure of vein of abdominal cross-sectional segment of trunk,Procedure,Procedure,SNOMED,Valid,Standard,18,2785845,B236Y0Z,"Magnetic Resonance Imaging (MRI) of Right and Left Heart using Other Contrast, Unenhanced and Enhanced",ICD10PCS,Yes,Has dir proc site
4045049,129284003,Surgical action,Procedure,Procedure,SNOMED,Valid,Standard,18,2755254,0J963ZZ,"Drainage of Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2771821,0SG30J1,"Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2763452,0QBB0ZX,"Excision of Right Lower Femur, Open Approach, Diagnostic",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2783016,0YQ70ZZ,"Repair Right Femoral Region, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2779313,0W950ZZ,"Drainage of Lower Jaw, Open Approach",ICD10PCS,Yes,Has access
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2784730,0Y953ZZ,"Drainage of Right Inguinal Region, Percutaneous Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2784708,0X9K0ZZ,"Drainage of Left Hand, Open Approach",ICD10PCS,Yes,Has access
4042330,118745001,Procedure on joint,Procedure,Procedure,SNOMED,Valid,Standard,18,2772123,0RP404Z,"Removal of Internal Fixation Device from Cervicothoracic Vertebral Joint, Open Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2784468,0Y6N0Z8,"Detachment at Left Foot, Complete 5th Ray, Open Approach",ICD10PCS,Yes,Has access
4117981,257903006,Repair - action,Procedure,Procedure,SNOMED,Valid,Standard,18,2784366,0WQ0XZZ,"Repair Head, External Approach",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2784208,0Y3C0ZZ,"Control Bleeding in Right Upper Leg, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2784165,0X6S0Z0,"Detachment at Right Ring Finger, Complete, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,18,2784159,0X6Q0Z2,"Detachment at Right Middle Finger, Mid, Open Approach",ICD10PCS,Yes,Has access
4042424,16650009,Splint,Procedure,Procedure,SNOMED,Valid,Standard,18,2783060,2W3RX1Z,Immobilization of Left Lower Leg using Splint,ICD10PCS,Yes,Using device
