Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept,Frequency,Original_Id,Original_Code,Original_Name,Original_Vocab,Mapping_Applied,Mapping_Relationship
35819891,100630-5,Iron,Answer,Observation,UK Biobank,Valid,Standard,29,35819891,100630-5,Iron,UK Biobank,No,
4125382,260147004,House dust mite,Clinical Observation,Observation,SNOMED,Valid,Non-standard,29,3412164,260147004,House dust mite,Nebraska Lexicon,Yes,Maps to
3318983,372871004,Promethazine,Substance,Observation,Nebraska Lexicon,Valid,Non-standard,29,3318983,372871004,Promethazine,Nebraska Lexicon,No,
4138133,264287008,Animal dander,Clinical Observation,Observation,SNOMED,Valid,Non-standard,29,3302473,264287008,Animal dander,Nebraska Lexicon,Yes,Maps to
19424598,C040738,cefuroxime axetil,Suppl Concept,Observation,MeSH,Valid,Non-standard,29,19424598,C040738,cefuroxime axetil,MeSH,No,
763705,445001000124104,Vaccination delayed,Clinical Finding,Observation,SNOMED,Valid,Standard,28,763705,445001000124104,Vaccination delayed,SNOMED,No,
763397,440301000124106,Below expected growth rate,Clinical Finding,Observation,SNOMED,Valid,Standard,28,763397,440301000124106,Below expected growth rate,SNOMED,No,
46270580,64431000119101,Family history of alpha thalassemia,Context-dependent,Observation,SNOMED,Valid,Standard,28,46270580,64431000119101,Family history of alpha thalassemia,SNOMED,No,
46270006,117351000119101,Family history of multiple endocrine neoplasia,Context-dependent,Observation,SNOMED,Valid,Standard,28,46270006,117351000119101,Family history of multiple endocrine neoplasia,SNOMED,No,
44787239,LP171384-3,Alendronate,LOINC Component,Observation,LOINC,Valid,Non-standard,28,44787239,LP171384-3,Alendronate,LOINC,No,
438322,242807008,Exposure to medical diagnostic X-ray,Event,Observation,SNOMED,Valid,Standard,28,438322,242807008,Exposure to medical diagnostic X-ray,SNOMED,No,
438304,217698005,Rat bite,Event,Observation,SNOMED,Valid,Standard,28,438304,217698005,Rat bite,SNOMED,No,
435730,438784000,Adverse reaction to pharmaceutical excipient,Disorder,Observation,SNOMED,Valid,Standard,28,435730,438784000,Adverse reaction to pharmaceutical excipient,SNOMED,No,
4324467,429965009,Family history of malignant lymphoma,Context-dependent,Observation,SNOMED,Valid,Standard,28,4324467,429965009,Family history of malignant lymphoma,SNOMED,No,
4302227,418779002,Allergy to tomato,Clinical Finding,Observation,SNOMED,Valid,Non-standard,28,4302227,418779002,Allergy to tomato,SNOMED,No,
4289331,69129000,Struck by sharp object,Event,Observation,SNOMED,Valid,Standard,28,4289331,69129000,Struck by sharp object,SNOMED,No,
4216834,8145008,"Mixed tumor, malignant",Morph Abnormality,Observation,SNOMED,Valid,Standard,28,4216834,8145008,"Mixed tumor, malignant",SNOMED,No,
4201412,5154007,Speech therapy,Procedure,Observation,SNOMED,Valid,Standard,28,4201412,5154007,Speech therapy,SNOMED,No,
4196193,79519003,Drowsiness,Observable Entity,Observation,SNOMED,Valid,Standard,28,4196193,79519003,Drowsiness,SNOMED,No,
4190235,414190009,Fall on stairs,Event,Observation,SNOMED,Valid,Standard,28,4190235,414190009,Fall on stairs,SNOMED,No,
4188603,47212006,Linear atrophy,Morph Abnormality,Observation,SNOMED,Valid,Standard,28,4188603,47212006,Linear atrophy,SNOMED,No,
4148586,269800003,Radioactive isotope accident,Event,Observation,SNOMED,Valid,Standard,28,4148586,269800003,Radioactive isotope accident,SNOMED,No,
4147938,268464009,Uses depot contraception,Clinical Finding,Observation,SNOMED,Valid,Standard,28,4147938,268464009,Uses depot contraception,SNOMED,No,
4082087,183930009,Awaiting admission elsewhere,Context-dependent,Observation,SNOMED,Valid,Standard,28,4082087,183930009,Awaiting admission elsewhere,SNOMED,No,
40792797,LP32648-5,Cefuroxime,LOINC Component,Observation,LOINC,Valid,Non-standard,28,40792797,LP32648-5,Cefuroxime,LOINC,No,
40789234,LP16037-1,Atenolol,LOINC Component,Observation,LOINC,Valid,Non-standard,28,40789234,LP16037-1,Atenolol,LOINC,No,
40782745,LP17872-0,risperiDONE,LOINC Component,Observation,LOINC,Valid,Non-standard,28,40782745,LP17872-0,risperiDONE,LOINC,No,
40779302,LP16307-8,Verapamil,LOINC Component,Observation,LOINC,Valid,Non-standard,28,40779302,LP16307-8,Verapamil,LOINC,No,
4059718,21181001,"Thymoma, benign",Morph Abnormality,Observation,SNOMED,Valid,Standard,28,4059718,21181001,"Thymoma, benign",SNOMED,No,
4054296,242090001,Motor vehicle on road in collision with vehicle running on rails,Event,Observation,SNOMED,Valid,Standard,28,4054296,242090001,Motor vehicle on road in collision with vehicle running on rails,SNOMED,No,
4054011,242278007,Accidental exposure to phenoxyacid derivative herbicide,Event,Observation,SNOMED,Valid,Standard,28,4054011,242278007,Accidental exposure to phenoxyacid derivative herbicide,SNOMED,No,
35824826,4-1140888510,verapamil,Value,Observation,UK Biobank,Valid,Non-standard,28,35824826,4-1140888510,verapamil,UK Biobank,No,
35823307,4-1140867444,risperidone,Value,Observation,UK Biobank,Valid,Non-standard,28,35823307,4-1140867444,risperidone,UK Biobank,No,
35816933,744-1140873138,cefuroxime,Value,Observation,UK Biobank,Valid,Non-standard,28,35816933,744-1140873138,cefuroxime,UK Biobank,No,
35816932,4-1140873138,cefuroxime,Value,Observation,UK Biobank,Valid,Non-standard,28,35816932,4-1140873138,cefuroxime,UK Biobank,No,
35816102,4-1140866738,atenolol,Value,Observation,UK Biobank,Valid,Non-standard,28,35816102,4-1140866738,atenolol,UK Biobank,No,
3518883,386840002,Risperidone,Substance,Observation,Nebraska Lexicon,Valid,Non-standard,28,3518883,386840002,Risperidone,Nebraska Lexicon,No,
442605,6476001,Death by electrocution,Event,Observation,SNOMED,Valid,Standard,27,442605,6476001,Death by electrocution,SNOMED,No,
438952,242923007,Assault by striking with motor vehicle,Event,Observation,SNOMED,Valid,Standard,27,438952,242923007,Assault by striking with motor vehicle,SNOMED,No,
435144,271332009,Conflagration in private dwelling,Event,Observation,SNOMED,Valid,Standard,27,435144,271332009,Conflagration in private dwelling,SNOMED,No,
4338966,88202002,Alteration in nutrition: less than body requirements,Clinical Finding,Observation,SNOMED,Valid,Standard,27,4338966,88202002,Alteration in nutrition: less than body requirements,SNOMED,No,
432811,218718001,Adverse reaction to surface and infiltration anesthetic,Disorder,Observation,SNOMED,Valid,Standard,27,432811,218718001,Adverse reaction to surface and infiltration anesthetic,SNOMED,No,
4326759,74947009,Gaseous substance,Substance,Observation,SNOMED,Valid,Standard,27,4326759,74947009,Gaseous substance,SNOMED,No,
4323562,71232009,Borderline phyllodes tumor,Morph Abnormality,Observation,SNOMED,Valid,Standard,27,4323562,71232009,Borderline phyllodes tumor,SNOMED,No,
4316838,217157004,Fall on same level from stumbling,Event,Observation,SNOMED,Valid,Standard,27,4316838,217157004,Fall on same level from stumbling,SNOMED,No,
4311243,86025003,Ice skating,Qualifier Value,Observation,SNOMED,Valid,Standard,27,4311243,86025003,Ice skating,SNOMED,No,
4234677,405241002,Dietary indiscretion,Clinical Finding,Observation,SNOMED,Valid,Standard,27,4234677,405241002,Dietary indiscretion,SNOMED,No,
4231384,407480007,Influenza B virus,Organism,Observation,SNOMED,Valid,Standard,27,4231384,407480007,Influenza B virus,SNOMED,No,
4225039,420849000,Date of last PAP smear,Observable Entity,Observation,SNOMED,Valid,Standard,27,4225039,420849000,Date of last PAP smear,SNOMED,No,
4201880,53788007,Vesicular rash,Morph Abnormality,Observation,SNOMED,Valid,Standard,27,4201880,53788007,Vesicular rash,SNOMED,No,
4096739,292937002,Vancomycin adverse reaction,Disorder,Observation,SNOMED,Valid,Standard,27,4096739,292937002,Vancomycin adverse reaction,SNOMED,No,
4095811,292419005,Beta-adrenoceptor blocking drug adverse reaction,Disorder,Observation,SNOMED,Valid,Standard,27,4095811,292419005,Beta-adrenoceptor blocking drug adverse reaction,SNOMED,No,
4089732,251568004,Nerve conduction velocity,Observable Entity,Observation,SNOMED,Valid,Standard,27,4089732,251568004,Nerve conduction velocity,SNOMED,No,
40789169,LP15010-9,Trimethoprim,LOINC Component,Observation,LOINC,Valid,Non-standard,27,40789169,LP15010-9,Trimethoprim,LOINC,No,
40771522,68997-6,City,Survey,Observation,LOINC,Valid,Standard,27,40771522,68997-6,City,LOINC,No,
4050930,160413008,FH: Rheumatoid arthritis,Context-dependent,Observation,SNOMED,Valid,Standard,27,4050930,160413008,FH: Rheumatoid arthritis,SNOMED,No,
4027639,228319007,Daily drinker,Clinical Finding,Observation,SNOMED,Valid,Standard,27,4027639,228319007,Daily drinker,SNOMED,No,
37395571,13511000122108,Allergy to pineapple,Clinical Finding,Observation,SNOMED,Valid,Non-standard,27,37395571,13511000122108,Allergy to pineapple,SNOMED,No,
37051570,LP250915-8,Sulfur,LOINC Component,Observation,LOINC,Valid,Non-standard,27,37051570,LP250915-8,Sulfur,LOINC,No,
37018867,87691000119105,Comfort care only status,Clinical Finding,Observation,SNOMED,Valid,Standard,27,37018867,87691000119105,Comfort care only status,SNOMED,No,
36676636,773580005,Sting by insect,Event,Observation,SNOMED,Valid,Standard,27,36676636,773580005,Sting by insect,SNOMED,No,
36305281,87721-7,County of residence [Location],Clinical Observation,Observation,LOINC,Valid,Standard,27,36305281,87721-7,County of residence [Location],LOINC,No,
35824529,744-1140873966,trimethoprim,Value,Observation,UK Biobank,Valid,Non-standard,27,35824529,744-1140873966,trimethoprim,UK Biobank,No,
35824528,4-1140873966,trimethoprim,Value,Observation,UK Biobank,Valid,Non-standard,27,35824528,4-1140873966,trimethoprim,UK Biobank,No,
3052558,46499-0,State of residence,Clinical Observation,Observation,LOINC,Valid,Standard,27,3052558,46499-0,State of residence,LOINC,No,
608135,1156904003,Benign pituitary adenoma,Morph Abnormality,Observation,SNOMED,Valid,Standard,26,608135,1156904003,Benign pituitary adenoma,SNOMED,No,
45763712,700192006,Family history of long QT syndrome,Context-dependent,Observation,SNOMED,Valid,Standard,26,45763712,700192006,Family history of long QT syndrome,SNOMED,No,
44787264,LP171622-6,Montelukast,LOINC Component,Observation,LOINC,Valid,Non-standard,26,44787264,LP171622-6,Montelukast,LOINC,No,
44783765,697949003,Suspected victim of physical abuse,Context-dependent,Observation,SNOMED,Valid,Standard,26,44783765,697949003,Suspected victim of physical abuse,SNOMED,No,
435163,292465008,Parasympathomimetic adverse reaction,Disorder,Observation,SNOMED,Valid,Standard,26,435163,292465008,Parasympathomimetic adverse reaction,SNOMED,No,
433399,292736001,Opioid antagonist adverse reaction,Disorder,Observation,SNOMED,Valid,Standard,26,433399,292736001,Opioid antagonist adverse reaction,SNOMED,No,
4287024,396782006,Medical history unknown,Context-dependent,Observation,SNOMED,Valid,Standard,26,4287024,396782006,Medical history unknown,SNOMED,No,
4284701,67141003,Antalgic gait,Clinical Finding,Observation,SNOMED,Valid,Standard,26,4284701,67141003,Antalgic gait,SNOMED,No,
4260615,412583005,Bee pollen,Substance,Observation,SNOMED,Valid,Non-standard,26,4260615,412583005,Bee pollen,SNOMED,No,
4218742,81706006,"Ashkenazi Jew, follower of religion",Social Context,Observation,SNOMED,Valid,Standard,26,4218742,81706006,"Ashkenazi Jew, follower of religion",SNOMED,No,
4205690,309021007,Driver license fitness report status,Clinical Finding,Observation,SNOMED,Valid,Standard,26,4205690,309021007,Driver license fitness report status,SNOMED,No,
4166814,294058006,Allergy to clonidine,Clinical Finding,Observation,SNOMED,Valid,Non-standard,26,4166814,294058006,Allergy to clonidine,SNOMED,No,
4165821,293869004,Allergy to phenytoin,Clinical Finding,Observation,SNOMED,Valid,Non-standard,26,4165821,293869004,Allergy to phenytoin,SNOMED,No,
4165662,293727006,Allergy to procaine,Clinical Finding,Observation,SNOMED,Valid,Non-standard,26,4165662,293727006,Allergy to procaine,SNOMED,No,
4165480,293675006,Allergy to metoclopramide,Clinical Finding,Observation,SNOMED,Valid,Non-standard,26,4165480,293675006,Allergy to metoclopramide,SNOMED,No,
4164401,293347001,Hemostatic adverse reaction,Disorder,Observation,SNOMED,Valid,Standard,26,4164401,293347001,Hemostatic adverse reaction,SNOMED,No,
4147743,35813005,"Fibrocystic change, proliferative type with atypia",Morph Abnormality,Observation,SNOMED,Valid,Standard,26,4147743,35813005,"Fibrocystic change, proliferative type with atypia",SNOMED,No,
4101758,25370001,Hepatocellular carcinoma,Morph Abnormality,Observation,SNOMED,Valid,Standard,26,4101758,25370001,Hepatocellular carcinoma,SNOMED,No,
4098471,190671002,Imbalance of constituents of food intake,Clinical Finding,Observation,SNOMED,Valid,Standard,26,4098471,190671002,Imbalance of constituents of food intake,SNOMED,No,
4094107,189411005,Antemortem thrombus,Morph Abnormality,Observation,SNOMED,Valid,Standard,26,4094107,189411005,Antemortem thrombus,SNOMED,No,
4084661,183431002,Foster care,Procedure,Observation,SNOMED,Valid,Standard,26,4084661,183431002,Foster care,SNOMED,No,
40782808,LP19150-9,Mirtazapine,LOINC Component,Observation,LOINC,Valid,Non-standard,26,40782808,LP19150-9,Mirtazapine,LOINC,No,
40782627,LP16031-4,Minocycline,LOINC Component,Observation,LOINC,Valid,Non-standard,26,40782627,LP16031-4,Minocycline,LOINC,No,
40772538,LP14729-5,PHENobarbital,LOINC Component,Observation,LOINC,Valid,Non-standard,26,40772538,LP14729-5,PHENobarbital,LOINC,No,
4054233,242635009,Bite of mosquito,Event,Observation,SNOMED,Valid,Standard,26,4054233,242635009,Bite of mosquito,SNOMED,No,
4053290,23620008,Acanthosis,Morph Abnormality,Observation,SNOMED,Valid,Standard,26,4053290,23620008,Acanthosis,SNOMED,No,
4021231,115964003,Exposure to non-mechanical force,Event,Observation,SNOMED,Valid,Standard,26,4021231,115964003,Exposure to non-mechanical force,SNOMED,No,
37116848,733862004,"Diffuse midline glioma, point mutation K27M in histone H3",Morph Abnormality,Observation,SNOMED,Valid,Standard,26,37116848,733862004,"Diffuse midline glioma, point mutation K27M in histone H3",SNOMED,No,
36715429,721103006,Diabetic retinopathy of eye not detected,Context-dependent,Observation,SNOMED,Valid,Standard,26,36715429,721103006,Diabetic retinopathy of eye not detected,SNOMED,No,
35822323,4-1140910706,phenobarbital,Value,Observation,UK Biobank,Valid,Non-standard,26,35822323,4-1140910706,phenobarbital,UK Biobank,No,
35820937,4-1141152732,mirtazapine,Value,Observation,UK Biobank,Valid,Non-standard,26,35820937,4-1141152732,mirtazapine,UK Biobank,No,
35820914,744-1140873480,minocycline,Value,Observation,UK Biobank,Valid,Non-standard,26,35820914,744-1140873480,minocycline,UK Biobank,No,
35820913,4-1140873480,minocycline,Value,Observation,UK Biobank,Valid,Non-standard,26,35820913,4-1140873480,minocycline,UK Biobank,No,
3381697,412583005,Bee pollen,Substance,Observation,Nebraska Lexicon,Valid,Non-standard,26,3381697,412583005,Bee pollen,Nebraska Lexicon,No,
765467,428191000124101,Documentation of current medications,Procedure,Observation,SNOMED,Valid,Standard,25,765467,428191000124101,Documentation of current medications,SNOMED,No,
44787241,LP171387-6,Benazepril,LOINC Component,Observation,LOINC,Valid,Non-standard,25,44787241,LP171387-6,Benazepril,LOINC,No,
443595,419056004,Erythromycin adverse reaction,Disorder,Observation,SNOMED,Valid,Standard,25,443595,419056004,Erythromycin adverse reaction,SNOMED,No,
440599,219186006,Assault by poisoning,Event,Observation,SNOMED,Valid,Standard,25,440599,219186006,Assault by poisoning,SNOMED,No,
435423,218533007,Adverse reaction to acidifying agent,Disorder,Observation,SNOMED,Valid,Non-standard,25,435423,218533007,Adverse reaction to acidifying agent,SNOMED,No,
4354080,251029004,Coronary stent patent,Clinical Finding,Observation,SNOMED,Valid,Standard,25,4354080,251029004,Coronary stent patent,SNOMED,No,
43530884,609418009,Suspected fetal damage from maternal alcohol,Context-dependent,Observation,SNOMED,Valid,Standard,25,43530884,609418009,Suspected fetal damage from maternal alcohol,SNOMED,No,
4334197,430565001,Family history of restless legs syndrome,Context-dependent,Observation,SNOMED,Valid,Standard,25,4334197,430565001,Family history of restless legs syndrome,SNOMED,No,
4325353,430237002,Abnormal intentional weight loss,Clinical Finding,Observation,SNOMED,Valid,Standard,25,4325353,430237002,Abnormal intentional weight loss,SNOMED,No,
4316188,217750008,Accidental drowning and submersion while engaged in sport or recreational activity with diving equipment,Event,Observation,SNOMED,Valid,Standard,25,4316188,217750008,Accidental drowning and submersion while engaged in sport or recreational activity with diving equipment,SNOMED,No,
4231195,438833006,Administration of medication contraindicated,Context-dependent,Observation,SNOMED,Valid,Standard,25,4231195,438833006,Administration of medication contraindicated,SNOMED,No,
4231144,891003,Suicide by self-administered drug,Event,Observation,SNOMED,Valid,Standard,25,4231144,891003,Suicide by self-administered drug,SNOMED,No,
4172624,50084004,Battery,Event,Observation,SNOMED,Valid,Standard,25,4172624,50084004,Battery,SNOMED,No,
4171023,47517001,Horseback riding,Qualifier Value,Observation,SNOMED,Valid,Standard,25,4171023,47517001,Horseback riding,SNOMED,No,
4167146,294220003,Allergy to allopurinol,Clinical Finding,Observation,SNOMED,Valid,Non-standard,25,4167146,294220003,Allergy to allopurinol,SNOMED,No,
4164692,293620004,Allergy to indomethacin,Clinical Finding,Observation,SNOMED,Valid,Non-standard,25,4164692,293620004,Allergy to indomethacin,SNOMED,No,
4164155,45169001,Without,Attribute,Observation,SNOMED,Valid,Non-standard,25,4164155,45169001,Without,SNOMED,No,
4163195,293708000,Allergy to propofol,Clinical Finding,Observation,SNOMED,Valid,Non-standard,25,4163195,293708000,Allergy to propofol,SNOMED,No,
4160036,398185008,Problem with drug delivery system,Event,Observation,SNOMED,Valid,Standard,25,4160036,398185008,Problem with drug delivery system,SNOMED,No,
4137690,425393008,Active Durable Power of Attorney for Healthcare,Clinical Finding,Observation,SNOMED,Valid,Standard,25,4137690,425393008,Active Durable Power of Attorney for Healthcare,SNOMED,No,
4127225,288446006,Difficulty performing writing activities,Clinical Finding,Condition,SNOMED,Valid,Standard,25,4127225,288446006,Difficulty performing writing activities,SNOMED,No,
4114014,300934004,FH: Hypothyroidism,Context-dependent,Observation,SNOMED,Valid,Standard,25,4114014,300934004,FH: Hypothyroidism,SNOMED,No,
4096271,292048006,Methadone analog adverse reaction,Disorder,Observation,SNOMED,Valid,Standard,25,4096271,292048006,Methadone analog adverse reaction,SNOMED,No,
4095714,26242008,Mixed,Qualifier Value,Meas Value,SNOMED,Valid,Standard,25,4095714,26242008,Mixed,SNOMED,No,
4079844,276507005,Fetal death,Event,Observation,SNOMED,Valid,Standard,25,4079844,276507005,Fetal death,SNOMED,No,
40792603,LP17915-7,Diclofenac,LOINC Component,Observation,LOINC,Valid,Non-standard,25,40792603,LP17915-7,Diclofenac,LOINC,No,
4054584,242537009,Exposure to man-made ultraviolet light,Event,Observation,SNOMED,Valid,Standard,25,4054584,242537009,Exposure to man-made ultraviolet light,SNOMED,No,
4054165,242534002,Exposure to heat and light,Event,Observation,SNOMED,Valid,Standard,25,4054165,242534002,Exposure to heat and light,SNOMED,No,
4053935,242502006,Burning due to contact with hot water in bath,Event,Observation,SNOMED,Valid,Standard,25,4053935,242502006,Burning due to contact with hot water in bath,SNOMED,No,
4053389,160408009,FH: Psoriasis,Context-dependent,Observation,SNOMED,Valid,Standard,25,4053389,160408009,FH: Psoriasis,SNOMED,No,
4051572,160341008,FH: Epilepsy,Context-dependent,Observation,SNOMED,Valid,Standard,25,4051572,160341008,FH: Epilepsy,SNOMED,No,
4051235,160337009,FH: Multiple sclerosis,Context-dependent,Observation,SNOMED,Valid,Standard,25,4051235,160337009,FH: Multiple sclerosis,SNOMED,No,
40481805,442063008,Presence of cardiac pacemaker not known,Context-dependent,Observation,SNOMED,Valid,Standard,25,40481805,442063008,Presence of cardiac pacemaker not known,SNOMED,No,
40479362,444387000,Exposure to Bordetella pertussis,Event,Observation,SNOMED,Valid,Standard,25,40479362,444387000,Exposure to Bordetella pertussis,SNOMED,No,
4047328,12239004,Throat clearing,Observable Entity,Observation,SNOMED,Valid,Standard,25,4047328,12239004,Throat clearing,SNOMED,No,
4017281,11526002,Aspartame,Substance,Observation,SNOMED,Valid,Non-standard,25,4017281,11526002,Aspartame,SNOMED,No,
37059454,LP18904-0,Benzonatate,LOINC Component,Observation,LOINC,Valid,Non-standard,25,37059454,LP18904-0,Benzonatate,LOINC,No,
36306828,LP61793-3,tiZANidine,LOINC Component,Observation,LOINC,Valid,Non-standard,25,36306828,LP61793-3,tiZANidine,LOINC,No,
35824378,4-1141153186,tizanidine,Value,Observation,UK Biobank,Valid,Non-standard,25,35824378,4-1141153186,tizanidine,UK Biobank,No,
35817920,4-1140884488,diclofenac,Value,Observation,UK Biobank,Valid,Non-standard,25,35817920,4-1140884488,diclofenac,UK Biobank,No,
19473919,D000068718,Rosuvastatin Calcium,Main Heading,Observation,MeSH,Valid,Non-standard,25,19473919,D000068718,Rosuvastatin Calcium,MeSH,No,
1619605,LP419914-9,Aspartame,LOINC Component,Observation,LOINC,Valid,Non-standard,25,1619605,LP419914-9,Aspartame,LOINC,No,
764374,454161000124103,Medication non-compliance due to cognitive impairment,Clinical Finding,Observation,SNOMED,Valid,Standard,24,764374,454161000124103,Medication non-compliance due to cognitive impairment,SNOMED,No,
761104,14830001000004107,Family history of hyperparathyroidism,Context-dependent,Observation,SNOMED,Valid,Standard,24,761104,14830001000004107,Family history of hyperparathyroidism,SNOMED,No,
438303,217161005,Fall on same level from sports contact,Event,Observation,SNOMED,Valid,Standard,24,438303,217161005,Fall on same level from sports contact,SNOMED,No,
4041848,229824005,Positioning patient,Clinical Observation,Observation,SNOMED,Valid,Standard,24,43533325,G8982,"Changing & maintaining body position functional limitation, projected goal status, at therapy episode outset, at reporting intervals, and at discharge or to end reporting (Deprecated)",HCPCS,Yes,Subsumes
43020420,119551000119102,Permanent cardiac pacemaker,Clinical Finding,Observation,SNOMED,Valid,Non-standard,24,43020420,119551000119102,Permanent cardiac pacemaker,SNOMED,No,
4256917,408773008,Reasons for treatment,Clinical Finding,Observation,SNOMED,Valid,Standard,24,4256917,408773008,Reasons for treatment,SNOMED,No,
42536428,735249009,Avocado,Substance,Observation,SNOMED,Valid,Standard,24,42536428,735249009,Avocado,SNOMED,No,
4245878,59843005,Furuncle,Morph Abnormality,Observation,SNOMED,Valid,Standard,24,4245878,59843005,Furuncle,SNOMED,No,
4238643,363896009,Behavior observable,Observable Entity,Observation,SNOMED,Valid,Standard,24,4238643,363896009,Behavior observable,SNOMED,No,
4192848,75665004,Monosodium glutamate,Substance,Observation,SNOMED,Valid,Standard,24,4192848,75665004,Monosodium glutamate,SNOMED,No,
4183317,43233001,Adenocarcinoma in adenomatous polyp,Morph Abnormality,Observation,SNOMED,Valid,Standard,24,4183317,43233001,Adenocarcinoma in adenomatous polyp,SNOMED,No,
4170664,295075009,Allergy to hydralazine,Clinical Finding,Observation,SNOMED,Valid,Non-standard,24,4170664,295075009,Allergy to hydralazine,SNOMED,No,
4166004,293974008,Allergy to carvedilol,Clinical Finding,Observation,SNOMED,Valid,Non-standard,24,4166004,293974008,Allergy to carvedilol,SNOMED,No,
4116981,300933005,FH: Autoimmune disease,Context-dependent,Observation,SNOMED,Valid,Standard,24,4116981,300933005,FH: Autoimmune disease,SNOMED,No,
40795857,LP16266-6,Propranolol,LOINC Component,Observation,LOINC,Valid,Non-standard,24,40795857,LP16266-6,Propranolol,LOINC,No,
40792414,LP15143-8,Succinylcholine,LOINC Component,Observation,LOINC,Valid,Non-standard,24,40792414,LP15143-8,Succinylcholine,LOINC,No,
40782556,LP15032-3,Ketamine,LOINC Component,Observation,LOINC,Valid,Non-standard,24,40782556,LP15032-3,Ketamine,LOINC,No,
40772861,LP21256-0,Linezolid,LOINC Component,Observation,LOINC,Valid,Non-standard,24,40772861,LP21256-0,Linezolid,LOINC,No,
4054228,242606001,Bite of mammal,Event,Observation,SNOMED,Valid,Standard,24,4054228,242606001,Bite of mammal,SNOMED,No,
4053392,160419007,Family history of Spina bifida,Context-dependent,Observation,SNOMED,Valid,Standard,24,4053392,160419007,Family history of Spina bifida,SNOMED,No,
4048266,15530008,Golfing,Qualifier Value,Observation,SNOMED,Valid,Standard,24,4048266,15530008,Golfing,SNOMED,No,
4043670,129125009,Procedure with explicit context,Context-dependent,Observation,SNOMED,Valid,Standard,24,4043670,129125009,Procedure with explicit context,SNOMED,No,
4005360,12169001,Granular cell tumor,Morph Abnormality,Observation,SNOMED,Valid,Non-standard,24,4005360,12169001,Granular cell tumor,SNOMED,No,
37397180,717234006,Allergy to animal protein,Clinical Finding,Observation,SNOMED,Valid,Non-standard,24,37397180,717234006,Allergy to animal protein,SNOMED,No,
37109051,16261011000119109,Exposure to scabies,Event,Observation,SNOMED,Valid,Standard,24,37109051,16261011000119109,Exposure to scabies,SNOMED,No,
37076950,LP16333-4,Penicillin G potassium,LOINC Component,Observation,LOINC,Valid,Non-standard,24,37076950,LP16333-4,Penicillin G potassium,LOINC,No,
37016251,2641000119104,Exposure to chlamydia,Event,Observation,SNOMED,Valid,Standard,24,37016251,2641000119104,Exposure to chlamydia,SNOMED,No,
36674615,459131000124108,Muscle spasticity present,Context-dependent,Observation,SNOMED,Valid,Standard,24,36674615,459131000124108,Muscle spasticity present,SNOMED,No,
35822929,4-1140879842,propranolol,Value,Observation,UK Biobank,Valid,Non-standard,24,35822929,4-1140879842,propranolol,UK Biobank,No,
35820368,744-1141172954,linezolid,Value,Observation,UK Biobank,Valid,Non-standard,24,35820368,744-1141172954,linezolid,UK Biobank,No,
35820367,4-1141172954,linezolid,Value,Observation,UK Biobank,Valid,Non-standard,24,35820367,4-1141172954,linezolid,UK Biobank,No,
35818584,744-1141186826,ertapenem,Value,Observation,UK Biobank,Valid,Non-standard,24,35818584,744-1141186826,ertapenem,UK Biobank,No,
35818583,4-1141186826,ertapenem,Value,Observation,UK Biobank,Valid,Non-standard,24,35818583,4-1141186826,ertapenem,UK Biobank,No,
42536428,735249009,Avocado,Clinical Observation,Observation,SNOMED,Valid,Non-standard,24,3356622,735249009,Avocado,Nebraska Lexicon,Yes,Maps to
4151052,28140004,Persea americana,Clinical Observation,Observation,SNOMED,Valid,Non-standard,24,3293343,28140004,Avocado,Nebraska Lexicon,Yes,Maps to
4192848,75665004,Monosodium glutamate,Clinical Observation,Observation,SNOMED,Valid,Non-standard,24,3249451,75665004,Monosodium glutamate,Nebraska Lexicon,Yes,Maps to
2102854,2022F,CPT4 Code 2022F,CPT4,Observation,CPT4,Valid,Standard,24,2102854,2022F,CPT4 Code 2022F,CPT4,No,
1177177,LP33356-4,Ertapenem,LOINC Component,Observation,LOINC,Valid,Non-standard,24,1177177,LP33356-4,Ertapenem,LOINC,No,
764552,456521000124106,Family history of basal cell carcinoma of skin,Context-dependent,Observation,SNOMED,Valid,Standard,23,764552,456521000124106,Family history of basal cell carcinoma of skin,SNOMED,No,
45766934,704202004,Lung transplant planned,Context-dependent,Observation,SNOMED,Valid,Standard,23,45766934,704202004,Lung transplant planned,SNOMED,No,
441767,218175001,Accident caused by industrial electrical equipment and machines,Event,Observation,SNOMED,Valid,Standard,23,441767,218175001,Accident caused by industrial electrical equipment and machines,SNOMED,No,
438051,219231000,Assault by fire and burning,Event,Observation,SNOMED,Valid,Standard,23,438051,219231000,Assault by fire and burning,SNOMED,No,
437463,219234008,Assault by pushing from high place,Event,Observation,SNOMED,Valid,Standard,23,437463,219234008,Assault by pushing from high place,SNOMED,No,
436608,217244002,Burning caused by conflagration in private dwelling,Event,Observation,SNOMED,Valid,Standard,23,436608,217244002,Burning caused by conflagration in private dwelling,SNOMED,No,
4333596,431812006,Family history of degenerative disorder of macula,Context-dependent,Observation,SNOMED,Valid,Standard,23,4333596,431812006,Family history of degenerative disorder of macula,SNOMED,No,
4328501,7529004,Skating,Qualifier Value,Observation,SNOMED,Valid,Standard,23,4328501,7529004,Skating,SNOMED,No,
