Id,Code,Name,Standard Class,Vocab,Validity,Concept,Frequency
442492,213941001,Crushed by rolling stock - pedestrian,Event,SNOMED,Valid,Standard,9
442483,213962000,Killed by rolling stock - pedestrian,Event,SNOMED,Valid,Standard,9
440597,216911006,Foreign object left in body during endoscopic examination,Event,SNOMED,Valid,Standard,9
438042,219031007,Adverse reaction to expectorant,Disorder,SNOMED,Valid,Standard,9
437768,219076007,Adverse reaction to tuberculosis vaccine,Disorder,SNOMED,Valid,Standard,9
435704,213948007,Knocked down by rolling stock - pedestrian,Event,SNOMED,Valid,Standard,9
43530888,609422004,Suspected fetal damage from radiation,Context-dependent,SNOMED,Valid,Standard,9
434546,218475006,Adverse reaction to posterior pituitary hormones,Disorder,SNOMED,Valid,Standard,9
432505,242681009,Accidental mechanical suffocation by falling earth,Event,SNOMED,Valid,Standard,9
4316723,217130001,Fall into dock,Event,SNOMED,Valid,Standard,9
4314989,216333000,"Place of occurrence of accident or poisoning, mine or quarry",Location,SNOMED,Valid,Non-standard,9
4313961,217623006,Accident due to pressure changes in diving,Event,SNOMED,Valid,Standard,9
4312840,216330002,"Place of occurrence of accident or poisoning, farm building",Location,SNOMED,Valid,Non-standard,9
4310061,216403008,"Place of occurrence of accident or poisoning, movie house",Location,SNOMED,Valid,Non-standard,9
4309680,423687009,Peripheral intravenous catheter care,Procedure,SNOMED,Valid,Standard,9
4306804,422695002,Abnormal head circumference in relation to growth / age standard,Clinical Finding,SNOMED,Valid,Standard,9
4302633,419442005,Ethanol,Substance,SNOMED,Valid,Non-standard,9
4301458,385763009,Hospice care,Procedure,SNOMED,Valid,Standard,9
4297371,386681007,Aircraft accident,Event,SNOMED,Valid,Standard,9
42742443,4470F,Implantable cardioverter-defibrillator (ICD) counseling provided (HF),CPT4,CPT4,Valid,Standard,9
4270337,62720005,Fungus ball,Morph Abnormality,SNOMED,Valid,Standard,9
42536344,735123009,Broccoli,Substance,SNOMED,Valid,Standard,18
42536224,734936000,Suspected malignant pigmented skin lesion,Context-dependent,SNOMED,Valid,Standard,9
4211347,413560001,Anticoagulation not indicated,Context-dependent,SNOMED,Valid,Standard,9
4189396,39159003,Recreational aeronautics,Qualifier Value,SNOMED,Valid,Standard,9
4188012,414246008,Fenofibrate micronized,Substance,SNOMED,Valid,Non-standard,9
4184610,54719000,Exposure to human stampede,Event,SNOMED,Valid,Standard,9
4181408,52090005,Malunion of fracture,Morph Abnormality,SNOMED,Valid,Standard,9
4173381,295001004,Allergy to bumetanide,Clinical Finding,SNOMED,Valid,Non-standard,9
4171465,294611004,Allergy to rifampin,Clinical Finding,SNOMED,Valid,Non-standard,9
4171453,294573002,Allergy to sulfadiazine,Clinical Finding,SNOMED,Valid,Non-standard,9
4171320,294534002,Allergy to cefadroxil,Clinical Finding,SNOMED,Valid,Non-standard,9
4171162,294351008,Allergy to nystatin,Clinical Finding,SNOMED,Valid,Non-standard,9
4170553,49215004,Struck by building collapse,Event,SNOMED,Valid,Standard,9
4169599,419063004,Allergy to horse dander,Clinical Finding,SNOMED,Valid,Non-standard,9
4169540,294126003,Allergy to promethazine,Clinical Finding,SNOMED,Valid,Non-standard,9
4168721,294470002,Allergy to tobramycin,Clinical Finding,SNOMED,Valid,Non-standard,9
4167489,294600007,Allergy to pentamidine,Clinical Finding,SNOMED,Valid,Non-standard,9
4167474,294546003,Allergy to ceftazidime,Clinical Finding,SNOMED,Valid,Non-standard,9
4166379,47829004,"Fracture, closed, transverse",Morph Abnormality,SNOMED,Valid,Standard,9
4166028,294063005,Allergy to oxymetazoline,Clinical Finding,SNOMED,Valid,Non-standard,9
4164526,274512008,Medication discontinued,Context-dependent,SNOMED,Valid,Standard,9
4163913,294116005,Allergy to cetirizine,Clinical Finding,SNOMED,Valid,Non-standard,9
4153198,370890000,Medication administered in error,Event,SNOMED,Valid,Standard,9
4144278,266944002,Has a prison record,Clinical Finding,SNOMED,Valid,Standard,9
4136453,412749001,Family history of development disorder,Context-dependent,SNOMED,Valid,Standard,9
4135901,412161004,Wool,Substance,SNOMED,Valid,Standard,27
4130722,264579008,Thrombosis,Qualifier Value,SNOMED,Valid,Standard,9
4125389,260167008,Sesame seed,Substance,SNOMED,Valid,Standard,18
4125262,288885009,Unable to eat,Clinical Finding,SNOMED,Valid,Standard,9
4115074,300770008,Does perform play and sports activities,Clinical Finding,SNOMED,Valid,Standard,9
4102168,28087009,Delayed union of fracture,Morph Abnormality,SNOMED,Valid,Standard,9
4096652,189857001,Choriocarcinoma combined with teratoma,Morph Abnormality,SNOMED,Valid,Standard,9
40792501,LP16294-8,Tobramycin,LOINC Component,LOINC,Valid,Non-standard,9
40792499,LP16273-2,quiNINE,LOINC Component,LOINC,Valid,Non-standard,9
40789167,LP14985-3,Carisoprodol,LOINC Component,LOINC,Valid,Non-standard,9
40788785,LP101033-1,Fexofenadine,LOINC Component,LOINC,Valid,Non-standard,9
4078707,1929004,"Malignant lymphoma, non-Hodgkin",Morph Abnormality,SNOMED,Valid,Non-standard,9
40786326,LP35867-8,Budesonide,LOINC Component,LOINC,Valid,Non-standard,9
40785933,LP16197-3,Methocarbamol,LOINC Component,LOINC,Valid,Non-standard,9
40779399,LP17844-9,Butorphanol,LOINC Component,LOINC,Valid,Non-standard,9
40776061,LP17885-2,Isoflurane,LOINC Component,LOINC,Valid,Non-standard,9
40775955,LP16248-4,Phenothiazines,LOINC Component,LOINC,Valid,Non-standard,9
40775817,LP14551-3,Temazepam,LOINC Component,LOINC,Valid,Non-standard,9
40772637,LP16148-6,Flecainide,LOINC Component,LOINC,Valid,Non-standard,9
40772615,LP15862-3,Ketoconazole,LOINC Component,LOINC,Valid,Non-standard,9
4060249,169607004,No antenatal care,Context-dependent,SNOMED,Valid,Standard,9
4054127,125175004,Inferior dislocation,Morph Abnormality,SNOMED,Valid,Standard,9
4051569,160327004,FH: Drug dependency,Context-dependent,SNOMED,Valid,Non-standard,9
40481760,442022002,Allergy to meropenem,Clinical Finding,SNOMED,Valid,Non-standard,9
40480438,441725009,Allergy to ertapenem,Clinical Finding,SNOMED,Valid,Non-standard,9
4046883,134396000,Statin declined,Context-dependent,SNOMED,Valid,Standard,9
4045414,1305003,Double,Qualifier Value,SNOMED,Valid,Standard,9
4037120,162495007,Symptom occurs at night,Clinical Finding,SNOMED,Valid,Standard,9
4030262,128826001,Myelodysplastic and myeloproliferative neoplasm with neutrophilia,Morph Abnormality,SNOMED,Valid,Standard,9
4029031,128776008,Dedifferentiated chondrosarcoma,Morph Abnormality,SNOMED,Valid,Standard,9
4024166,106328005,Social worker,Social Context,SNOMED,Valid,Standard,9
4008063,111055000,Mountain climbing,Qualifier Value,SNOMED,Valid,Standard,9
37050046,LP19140-0,Menthol,LOINC Component,LOINC,Valid,Non-standard,9
36712804,122371000119100,HIV screening declined,Context-dependent,SNOMED,Valid,Standard,9
35627041,7e2aa53e-4ef8-46d2-aefa-052a506896f1,"Retired SNOMED UK Drug extension concept, do not use, use concept indicated by the CONCEPT_RELATIONSHIP table, if any",Qualifier Value,SNOMED,Valid,Non-standard,9
35627025,d405af0a-c818-4df1-b9f3-2e7490658eca,"Retired SNOMED UK Drug extension concept, do not use, use concept indicated by the CONCEPT_RELATIONSHIP table, if any",Qualifier Value,SNOMED,Valid,Non-standard,9
3518710,96068000,Amoxicillin trihydrate,Substance,Nebraska Lexicon,Valid,Non-standard,9
3354031,372522002,Fexofenadine,Substance,Nebraska Lexicon,Valid,Non-standard,9
3326939,387368002,Isoflurane,Substance,Nebraska Lexicon,Valid,Non-standard,9
3253245,373467000,Butorphanol,Substance,Nebraska Lexicon,Valid,Non-standard,9
2314342,99000,Handling and/or conveyance of specimen for transfer from the office to a laboratory,CPT4,CPT4,Valid,Standard,9
19474893,D010640,Phenothiazines,Main Heading,MeSH,Valid,Non-standard,9
1032890,LP7536-8,Red Blood Cells,LOINC System,LOINC,Valid,Non-standard,9
765465,5261000175106,Hospital inpatient stay within past 30 days,Context-dependent,SNOMED,Valid,Non-standard,8
765111,3450001000004101,Family history of liver transplantation,Context-dependent,SNOMED,Valid,Non-standard,8
764951,901000161107,Cocoa,Substance,SNOMED,Valid,Standard,16
764428,454791000124107,Exposure to herpes simplex virus,Event,SNOMED,Valid,Standard,8
762582,429201000124109,Referred for medication therapy management,Clinical Finding,SNOMED,Valid,Standard,8
761927,2081000124103,Multiple chronic diseases,Context-dependent,SNOMED,Valid,Standard,8
608528,1326401000000102,Allergy to sesame seed,Clinical Finding,SNOMED,Valid,Non-standard,8
46270135,143691000119102,Family history of breast cancer gene mutation in first degree relative,Context-dependent,SNOMED,Valid,Standard,8
45766703,703925004,Allergy to bean,Clinical Finding,SNOMED,Valid,Non-standard,8
443296,214393000,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway, passenger on motor cycle injured",Event,SNOMED,Valid,Standard,8
443270,274921003,Accidental mechanical suffocation by falling material,Event,SNOMED,Valid,Standard,8
442984,242190003,Accident to powered aircraft,Event,SNOMED,Valid,Standard,8
441765,302978003,Accidentally struck by or against projected object,Event,SNOMED,Valid,Standard,8
440625,219204003,Assault by hunting rifle,Event,SNOMED,Valid,Standard,8
439609,217527000,Accident caused by clothes on fire from cigarette,Event,SNOMED,Valid,Standard,8
439507,216295008,"Accident involving being struck by powered vehicle, used solely within the buildings and premises of an industrial or commercial establishment",Event,SNOMED,Valid,Standard,8
438640,293516006,Cardiac glycoside adverse reaction,Disorder,SNOMED,Valid,Non-standard,8
437174,242421001,Fall into storm drain,Event,SNOMED,Valid,Standard,8
43530904,609442008,Antenatal care for woman with history of recurrent miscarriage,Procedure,SNOMED,Valid,Standard,8
433950,292700004,Adverse reaction to smooth muscle relaxant,Disorder,SNOMED,Valid,Standard,8
4334196,430560006,Family history of chronic renal impairment,Context-dependent,SNOMED,Valid,Standard,8
4330317,22417000,Trichomonas vaginalis,Organism,SNOMED,Valid,Standard,8
4329789,430543001,Family history of psoriasis with psoriatic arthritis,Context-dependent,SNOMED,Valid,Standard,8
4325700,430564002,Family history of disorder of lung,Context-dependent,SNOMED,Valid,Standard,8
4315375,218076003,Accident caused by explosion of aerosol can,Event,SNOMED,Valid,Standard,8
4315367,218049003,Accident caused by pitchfork,Event,SNOMED,Valid,Standard,8
4310768,217093000,Fall on steps,Event,SNOMED,Valid,Standard,8
4307075,83088009,Acinetobacter lwoffii,Organism,SNOMED,Valid,Standard,8
4302189,418606003,Allergy to almond oil,Clinical Finding,SNOMED,Valid,Non-standard,8
4269490,63409001,Struck by firearm discharge,Event,SNOMED,Valid,Standard,8
4267385,365550006,Financial circumstances - finding,Clinical Finding,SNOMED,Valid,Standard,8
4263234,36060005,Hemangiopericytoma,Morph Abnormality,SNOMED,Valid,Non-standard,8
42538952,8801000175101,Difficulty swallowing pills,Clinical Finding,SNOMED,Valid,Standard,8
42534991,125181000119107,Family disruption due to parent-child estrangement,Clinical Finding,SNOMED,Valid,Standard,8
4236282,407559004,Family history unknown,Context-dependent,SNOMED,Valid,Standard,8
4236049,360875003,Moving to new residence,Clinical Finding,SNOMED,Valid,Standard,8
4221992,84096006,Surfing,Qualifier Value,SNOMED,Valid,Standard,8
4220464,417113001,Suspected pulmonary embolism,Context-dependent,SNOMED,Valid,Standard,8
4215206,415691001,Sweating,Observable Entity,SNOMED,Valid,Standard,8
4205689,309014007,Referred by physician,Clinical Finding,SNOMED,Valid,Standard,8
4202490,309018005,Referred to service,Clinical Finding,SNOMED,Valid,Standard,8
4198862,51642000,Adenocarcinoma in situ,Morph Abnormality,SNOMED,Valid,Standard,8
4193264,391130000,Pulmonary rehabilitation program completed,Context-dependent,SNOMED,Valid,Non-standard,8
4190432,394605001,Oral surgery,Qualifier Value,SNOMED,Valid,Standard,8
4190400,41444002,Invagination,Morph Abnormality,SNOMED,Valid,Standard,8
4190104,416406003,Procedure discontinued,Context-dependent,SNOMED,Valid,Standard,8
4177966,49937004,Kaposi's sarcoma,Morph Abnormality,SNOMED,Valid,Non-standard,8
4175497,42717009,"Teratoma, benign",Morph Abnormality,SNOMED,Valid,Standard,8
4173387,295026008,Allergy to metolazone,Clinical Finding,SNOMED,Valid,Non-standard,8
4173372,294970008,Allergy to 3-hydroxy-3-methylglutaryl-coenzyme A reductase inhibitor,Clinical Finding,SNOMED,Valid,Standard,8
4171467,294614007,Allergy to isoniazid,Clinical Finding,SNOMED,Valid,Non-standard,8
4171082,419007000,Sulfonamide antibiotic adverse reaction,Disorder,SNOMED,Valid,Standard,8
4170660,295054001,Allergy to digoxin,Clinical Finding,SNOMED,Valid,Non-standard,8
4167143,294203002,Allergy to benzoyl peroxide,Clinical Finding,SNOMED,Valid,Non-standard,8
4167113,294278007,Allergy to protamine,Clinical Finding,SNOMED,Valid,Non-standard,8
4166012,293999009,Allergy to felodipine,Clinical Finding,SNOMED,Valid,Non-standard,8
4165834,293911006,Allergy to buspirone,Clinical Finding,SNOMED,Valid,Non-standard,8
4165505,293779007,Allergy to carboplatin,Clinical Finding,SNOMED,Valid,Non-standard,8
4164353,274225004,Accident - crushed by object,Event,SNOMED,Valid,Standard,8
4164085,293203005,Metformin adverse reaction,Disorder,SNOMED,Valid,Standard,8
4163179,293651006,Allergy to famotidine,Clinical Finding,SNOMED,Valid,Non-standard,8
4163000,372152003,"Sarcoma, metastatic",Morph Abnormality,SNOMED,Valid,Standard,8
4161199,371597004,Emaciated,Clinical Finding,SNOMED,Valid,Standard,8
4148671,310134006,Social services,Qualifier Value,SNOMED,Valid,Standard,8
4130557,261765002,Loop colostomy - stoma,Morph Abnormality,SNOMED,Valid,Standard,8
4112265,255409004,Pregnant woman,Social Context,SNOMED,Valid,Non-standard,8
4105000,29506000,Boxing,Qualifier Value,SNOMED,Valid,Standard,8
4103594,256315005,Grapefruit,Substance,SNOMED,Valid,Standard,16
4100082,27551008,Stricture,Morph Abnormality,SNOMED,Valid,Standard,8
4086518,248324001,Well nourished,Clinical Finding,SNOMED,Valid,Standard,8
4080303,23840004,Leiostomus xanthurus,Organism,SNOMED,Valid,Standard,8
40798532,LP99342-5,Sulfites,LOINC Component,LOINC,Valid,Non-standard,8
40795775,LP15210-5,Cefpodoxime,LOINC Component,LOINC,Valid,Non-standard,8
4079359,182951000,Anti-D globulin needed,Context-dependent,SNOMED,Valid,Non-standard,8
40792506,LP16339-1,sulfADIAZINE,LOINC Component,LOINC,Valid,Non-standard,8
40782710,LP17218-6,Green Pepper,LOINC Component,LOINC,Valid,Non-standard,8
40782539,LP14717-0,Doxepin,LOINC Component,LOINC,Valid,Non-standard,8
40779681,LP35873-6,Triamcinolone,LOINC Component,LOINC,Valid,Non-standard,8
40779511,LP21368-3,Sirolimus,LOINC Component,LOINC,Valid,Non-standard,8
40779376,LP17241-8,Propafenone,LOINC Component,LOINC,Valid,Non-standard,8
40775965,LP16293-0,Timolol,LOINC Component,LOINC,Valid,Non-standard,8
40775950,LP16219-5,Nicotine,LOINC Component,LOINC,Valid,Non-standard,8
40772763,LP17979-3,PARoxetine,LOINC Component,LOINC,Valid,Non-standard,8
4072623,224231004,Sleeping in night shelter,Clinical Finding,SNOMED,Valid,Standard,8
4071579,21947006,Compression fracture,Morph Abnormality,SNOMED,Valid,Standard,8
4060243,169588002,Antenatal care: elderly primiparous,Context-dependent,SNOMED,Valid,Standard,8
4059628,160881008,Institutionalized childhood,Clinical Finding,SNOMED,Valid,Standard,8
4058134,160589000,Beer drinker,Clinical Finding,SNOMED,Valid,Standard,8
4055381,242611004,Bite of mouse,Event,SNOMED,Valid,Standard,8
4053938,242508005,Burning due to contact with hot metal objects,Event,SNOMED,Valid,Standard,8
40479800,444500002,Exposure to Hepatitis A virus,Event,SNOMED,Valid,Standard,8
4047823,135897006,Salter-Harris type II,Morph Abnormality,SNOMED,Valid,Standard,8
4040991,16566002,Benign phyllodes tumor,Morph Abnormality,SNOMED,Valid,Standard,8
4029180,128851000,Serous papillary cystic tumor of borderline malignancy,Morph Abnormality,SNOMED,Valid,Standard,8
4028986,13711007,Fall from slide,Event,SNOMED,Valid,Standard,8
4022664,105542008,Non - drinker,Clinical Finding,SNOMED,Valid,Standard,8
4019827,105387008,Holiday relief care of patient,Procedure,SNOMED,Valid,Standard,8
37108754,12240741000119107,Neglect of adult,Event,SNOMED,Valid,Standard,8
36674236,770959008,Bite of squirrel,Event,SNOMED,Valid,Standard,8
3661817,871554001,Blood product-induced anaphylactoid reaction,Disorder,SNOMED,Valid,Standard,8
36208953,LP220257-2,Etanercept,LOINC Component,LOINC,Valid,Non-standard,8
35627020,2daf5c15-562c-4331-9214-e2258f981f9a,"Retired SNOMED UK Drug extension concept, do not use, use concept indicated by the CONCEPT_RELATIONSHIP table, if any",Qualifier Value,SNOMED,Valid,Non-standard,8
3518370,116594009,Triamcinolone,Substance,Nebraska Lexicon,Valid,Non-standard,8
3353082,419442005,Ethyl alcohol,Substance,Nebraska Lexicon,Valid,Non-standard,8
2102841,2021F,"Dilated macular or fundus exam performed, including documentation of the presence or absence of macular edema and level of severity of retinopathy (EC)",CPT4,CPT4,Valid,Standard,8
19396474,D018532,Pisum sativum,Main Heading,MeSH,Valid,Non-standard,8
19394315,D013447,Sulfites,Main Heading,MeSH,Valid,Non-standard,8
764321,453451000124107,Adverse drug interaction with dietary supplement,Disorder,SNOMED,Valid,Standard,7
762334,32590001000004106,Family history of angioedema,Context-dependent,SNOMED,Valid,Standard,7
761876,16400001000004104,Family history of factor V deficiency,Context-dependent,SNOMED,Valid,Standard,7
759914,10780001000004101,Family history of vitamin B12 deficiency,Context-dependent,SNOMED,Valid,Standard,7
605641,1137334004,Eggplant,Organism,SNOMED,Valid,Standard,7
45771438,704489009,Lack of family support,Clinical Finding,SNOMED,Valid,Standard,7
45765593,702565001,Non-compliance of drug therapy,Clinical Finding,SNOMED,Valid,Standard,7
44787276,LP171637-4,Rosiglitazone,LOINC Component,LOINC,Valid,Non-standard,7
44787255,LP171611-9,Irbesartan,LOINC Component,LOINC,Valid,Non-standard,7
44787254,LP171404-9,Ipratropium,LOINC Component,LOINC,Valid,Non-standard,7
438637,216993005,Contaminated substance transfused or infused,Event,SNOMED,Valid,Standard,7
436600,274910007,Accident caused by earth-moving or excavation machines,Event,SNOMED,Valid,Standard,7
43530950,609496007,Complication occurring during pregnancy,Disorder,SNOMED,Valid,Standard,7
435148,287193009,Suicide - firearms,Event,SNOMED,Valid,Standard,7
4333912,432559006,Abnormal gait due to muscle weakness,Clinical Finding,SNOMED,Valid,Standard,7
4329985,22439003,Forcible intercourse,Event,SNOMED,Valid,Standard,7
4318639,217776008,Accidental drowning and submersion in swimming pool,Event,SNOMED,Valid,Standard,7
4313421,86251006,Neoplasm of uncertain behavior,Morph Abnormality,SNOMED,Valid,Standard,7
4312841,216331003,"Place of occurrence of accident or poisoning, farm land",Location,SNOMED,Valid,Non-standard,7
4312316,217118007,Hit wall of swimming pool,Event,SNOMED,Valid,Standard,7
4310775,217116006,Hit against bottom when diving into shallow water,Event,SNOMED,Valid,Standard,7
4310152,424924007,Community resource finding,Clinical Finding,SNOMED,Valid,Standard,7
4305589,3898006,"Neoplasm, benign",Morph Abnormality,SNOMED,Valid,Standard,7
4304313,387189002,Gemfibrozil,Substance,SNOMED,Valid,Non-standard,14
4303683,418397007,Allergy to cinnamon,Clinical Finding,SNOMED,Valid,Non-standard,7
4303438,386374005,Nutritional monitoring,Procedure,SNOMED,Valid,Standard,7
4302489,419298007,Allergy to watermelon,Clinical Finding,SNOMED,Valid,Non-standard,7
4302323,78331008,Fall from gymnastic bars,Event,SNOMED,Valid,Standard,7
4302066,418506006,Physical abuse,Event,SNOMED,Valid,Standard,7
4295361,37810007,Myeloid leukemia,Morph Abnormality,SNOMED,Valid,Non-standard,7
4287382,69515008,Ganglioneuroblastoma,Morph Abnormality,SNOMED,Valid,Standard,7
4270050,6351001,Martial arts,Qualifier Value,SNOMED,Valid,Standard,7
4256887,40866008,Chip fracture,Morph Abnormality,SNOMED,Valid,Standard,7
42537731,737281001,Artificial larynx in situ,Clinical Finding,SNOMED,Valid,Non-standard,7
42537632,737144005,Allergy to zoledronic acid,Clinical Finding,SNOMED,Valid,Non-standard,7
42536406,735213008,Cucumber,Substance,SNOMED,Valid,Standard,14
42536305,735050002,Pear,Substance,SNOMED,Valid,Standard,14
42536288,735029006,Shellfish,Substance,SNOMED,Valid,Standard,14
42535359,2021000124102,Referred by primary care physician,Clinical Finding,SNOMED,Valid,Standard,7
42535054,154051000119101,Family history of malignant neoplasm of colon over age 50,Context-dependent,SNOMED,Valid,Standard,7
42534992,125191000119105,Family disruption due to child in welfare custody,Clinical Finding,SNOMED,Valid,Standard,7
4234750,359649009,Weight reduction diet,Clinical Finding,SNOMED,Valid,Standard,7
4217808,72704001,Fracture,Morph Abnormality,SNOMED,Valid,Standard,7
4207199,53801007,Ganglioneuroma,Morph Abnormality,SNOMED,Valid,Standard,7
4204620,439073006,Peritoneal dialysis catheter in situ,Clinical Finding,SNOMED,Valid,Non-standard,7
4204525,55021007,Follicular adenoma,Morph Abnormality,SNOMED,Valid,Standard,7
4193751,79143006,Mucinous cystadenocarcinoma,Morph Abnormality,SNOMED,Valid,Standard,7
4187861,373147003,Medication not administered because contraindicated,Context-dependent,SNOMED,Valid,Standard,7
4183412,54787006,Shellfish,Organism,SNOMED,Valid,Standard,28
4180866,42841002,Zinc oxide,Substance,SNOMED,Valid,Non-standard,7
4179212,428994006,Family history of malignant neoplasm of biliary tract,Context-dependent,SNOMED,Valid,Standard,7
4175132,48720009,Shaft,Qualifier Value,SNOMED,Valid,Standard,7
4173479,424228003,Infection control status,Clinical Finding,SNOMED,Valid,Standard,7
4171469,294617000,Allergy to dapsone,Clinical Finding,SNOMED,Valid,Non-standard,7
4171420,275940001,FH: Brain disorder,Context-dependent,SNOMED,Valid,Standard,7
4170922,420080006,Allergy to carrot,Clinical Finding,SNOMED,Valid,Non-standard,7
4170512,294980007,Allergy to mexiletine,Clinical Finding,SNOMED,Valid,Non-standard,7
4169711,294276006,Allergy to naltrexone,Clinical Finding,SNOMED,Valid,Non-standard,7
4169549,294160005,Allergy to theophylline,Clinical Finding,SNOMED,Valid,Non-standard,7
4168892,294702008,Allergy to dexamethasone,Clinical Finding,SNOMED,Valid,Non-standard,7
4168741,294542001,Allergy to cefuroxime,Clinical Finding,SNOMED,Valid,Non-standard,7
4167797,293656001,Allergy to lansoprazole,Clinical Finding,SNOMED,Valid,Non-standard,7
4166438,275109007,FH: Bowel cancer,Context-dependent,SNOMED,Valid,Standard,7
4165828,293892004,Allergy to alprazolam,Clinical Finding,SNOMED,Valid,Non-standard,7
4165677,47623001,"Soft tissue tumor, benign",Morph Abnormality,SNOMED,Valid,Standard,7
4165322,293468001,Potassium sparing diuretic adverse reaction,Disorder,SNOMED,Valid,Standard,7
4165036,294707002,Allergy to prednisolone,Clinical Finding,SNOMED,Valid,Non-standard,7
4163840,45346005,Alteration in nutrition: more than body requirements,Clinical Finding,SNOMED,Valid,Standard,7
4163718,399069006,Dying process,Observable Entity,SNOMED,Valid,Standard,7
4163662,293955000,Allergy to methylphenidate,Clinical Finding,SNOMED,Valid,Non-standard,7
4144279,266949007,Home problems,Clinical Finding,SNOMED,Valid,Standard,7
4141789,266934004,Transport problem,Clinical Finding,SNOMED,Valid,Standard,7
4141652,266709005,Medication commenced,Context-dependent,SNOMED,Valid,Standard,7
4129846,237361005,Antepartum fetal death,Event,SNOMED,Valid,Standard,7
4122064,288296009,Fall - collision/push/shove,Event,SNOMED,Valid,Standard,7
4110755,285049007,Does use contact lenses,Clinical Finding,SNOMED,Valid,Standard,7
4086444,184061005,Patient registration status,Clinical Finding,SNOMED,Valid,Standard,7
4084837,183625007,Follow-up 4-6 months,Clinical Finding,SNOMED,Valid,Standard,7
4082396,182895007,Drug declined by patient,Context-dependent,SNOMED,Valid,Standard,7
4081745,183623000,Follow-up 1 month,Clinical Finding,SNOMED,Valid,Standard,7
4081433,183976008,Operative procedure planned,Context-dependent,SNOMED,Valid,Standard,7
40795769,LP15105-7,Wheat Bran,LOINC Component,LOINC,Valid,Non-standard,7
40792480,LP16080-1,cloBAZam,LOINC Component,LOINC,Valid,Non-standard,7
40789222,LP15831-8,Isoniazid,LOINC Component,LOINC,Valid,Non-standard,7
40785828,LP14891-3,Atropine,LOINC Component,LOINC,Valid,Non-standard,7
4078505,246197003,Mobility,Attribute,SNOMED,Valid,Non-standard,7
40782641,LP16149-4,Fluorouracil,LOINC Component,LOINC,Valid,Non-standard,7
40782533,LP14667-7,Glucagon,LOINC Component,LOINC,Valid,Non-standard,7
40779377,LP17253-3,raNITIdine,LOINC Component,LOINC,Valid,Non-standard,7
40779300,LP16288-0,Theophylline,LOINC Component,LOINC,Valid,Non-standard,7
40775936,LP16098-3,cycloSPORINE,LOINC Component,LOINC,Valid,Non-standard,7
40775860,LP15181-8,Piroxicam,LOINC Component,LOINC,Valid,Non-standard,7
40775776,LP14041-5,Progesterone,LOINC Component,LOINC,Valid,Non-standard,7
4064492,171288004,No immunization history record,Clinical Finding,SNOMED,Valid,Standard,7
4064328,164777009,Special cardiovascular system test done,Context-dependent,SNOMED,Valid,Non-standard,7
4062343,170986003,Patient counseled,Context-dependent,SNOMED,Valid,Non-standard,7
4054086,242388006,Fall on ice wearing ice-skates,Event,SNOMED,Valid,Standard,7
4051258,160439006,Family history with explicit context pertaining to sister,Context-dependent,SNOMED,Valid,Standard,7
4049205,20700001,"Fracture, closed, oblique",Morph Abnormality,SNOMED,Valid,Standard,7
40484248,445585003,Livebirth born before admission to hospital,Context-dependent,SNOMED,Valid,Standard,7
40479329,444357006,Exposure to Neisseria meningitidis,Event,SNOMED,Valid,Standard,7
4039057,227511008,Pine nut,Substance,SNOMED,Valid,Standard,7
4037487,162473008,Symptom aggravating factors,Clinical Finding,SNOMED,Valid,Standard,7
4037454,227219006,Eggplant,Substance,SNOMED,Valid,Standard,7
4032934,14912003,Vesiculobullous rash,Morph Abnormality,SNOMED,Valid,Standard,7
4032280,238456006,Snake bite,Event,SNOMED,Valid,Standard,7
4028710,128816008,Follicular dendritic cell sarcoma,Morph Abnormality,SNOMED,Valid,Standard,7
4023867,226496008,Orange juice,Substance,SNOMED,Valid,Non-standard,7
4022650,105469006,Bone tissue donor,Social Context,SNOMED,Valid,Non-standard,7
4017163,170546000,Requires a cholera booster,Clinical Finding,SNOMED,Valid,Standard,7
379831,425601005,Unilateral neural hearing loss,Context-dependent,SNOMED,Valid,Non-standard,7
37312608,789025008,Requires vaccination against diphtheria,Clinical Finding,SNOMED,Valid,Standard,7
37208103,460581000124104,Preprocedural cardiovascular examination done,Context-dependent,SNOMED,Valid,Non-standard,7
37108870,15627891000119105,Family history of systemic lupus erythematosus,Context-dependent,SNOMED,Valid,Standard,7
37108801,13015001000119105,Lung cancer screening declined,Context-dependent,SNOMED,Valid,Standard,7
37071002,LP15168-5,Gemfibrozil,LOINC Component,LOINC,Valid,Non-standard,7
37044437,LP101882-1,Desflurane,LOINC Component,LOINC,Valid,Non-standard,7
36683661,781684006,Non-allergic hypersensitivity to non-steroidal anti-inflammatory agent,Clinical Finding,SNOMED,Valid,Standard,7
3661849,871777003,Adverse reaction to coumarin,Disorder,SNOMED,Valid,Standard,7
3518395,372832002,Atropine,Substance,Nebraska Lexicon,Valid,Non-standard,7
3452193,226496008,Orange juice,Substance,Nebraska Lexicon,Valid,Non-standard,7
3308358,42841002,Zinc oxide,Substance,Nebraska Lexicon,Valid,Non-standard,7
3170161,386841003,Desflurane,Substance,Nebraska Lexicon,Valid,Non-standard,7
2514491,99349,"Home or residence visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and moderate level of medical decision making. When using total time on the date of the encounte...",CPT4,CPT4,Valid,Standard,7
