Id,Code,Name,Standard Class,Vocab,Validity,Concept,Frequency
2106705,32141,"Thoracotomy; with resection-plication of bullae, includes any pleural procedure when performed",Undefined,CPT4,Invalid,Non-standard,18
2106429,31300,"Laryngotomy (thyrotomy, laryngofissure), with removal of tumor or laryngocele, cordectomy",Undefined,CPT4,Invalid,Non-standard,18
2106275,30620,Septal or other intranasal dermatoplasty (does not include obtaining graft),Undefined,CPT4,Invalid,Non-standard,18
2106215,30310,"Removal foreign body, intranasal; requiring general anesthesia",Undefined,CPT4,Invalid,Non-standard,18
2105451,27888,"Amputation, ankle, through malleoli of tibia and fibula (eg, Syme, Pirogoff type procedures), with plastic closure and resection of nerves",Undefined,CPT4,Invalid,Non-standard,18
2105191,27556,"Open treatment of knee dislocation, includes internal fixation, when performed; without primary ligamentous repair or augmentation/reconstruction",Undefined,CPT4,Invalid,Non-standard,18
2105105,27450,"Osteotomy, femur, shaft or supracondylar; with fixation",Undefined,CPT4,Invalid,Non-standard,18
2104794,27075,"Radical resection of tumor; wing of ilium, 1 pubic or ischial ramus or symphysis pubis",Undefined,CPT4,Invalid,Non-standard,18
4118091,302478006,Prosthetic replacement of temporomandibular joint,Procedure,SNOMED,Valid,Standard,18
4117074,287810009,Gastric anastomosis revision,Procedure,SNOMED,Valid,Standard,18
4098879,27010001,Partial excision of large intestine,Procedure,SNOMED,Valid,Standard,25
4078919,19214009,Incision of spinal nerve root,Procedure,SNOMED,Valid,Standard,36
4073526,177866001,Repair of bilateral inguinal hernias,Procedure,SNOMED,Valid,Standard,18
4066035,17203000,Total hepatectomy,Procedure,SNOMED,Valid,Standard,18
4058165,168941001,Abdominal aortogram,Procedure,SNOMED,Valid,Standard,18
4049435,12418009,Intermediate transfer of pedicle flap,Procedure,SNOMED,Valid,Standard,18
4048627,232487002,Transantral ligation of maxillary artery,Procedure,SNOMED,Valid,Standard,18
40482720,442299008,Construction of cutaneous stoma of urinary bladder,Procedure,SNOMED,Valid,Standard,18
40480531,443190008,Excision of neoplasm of chest wall including rib,Procedure,SNOMED,Valid,Standard,18
4046290,133864008,Lithotripsy,Procedure,SNOMED,Valid,Standard,18
4032310,14687003,Choledochoenterostomy,Procedure,SNOMED,Valid,Standard,262
36713045,16334561000119101,MRI of chest without contrast,Procedure,SNOMED,Valid,Standard,18
4119274,22890008,Augmentation mammoplasty,Procedure,SNOMED,Valid,Standard,175
4145288,34214004,Creation of aorta-subclavian-carotid vascular bypass,Procedure,SNOMED,Valid,Standard,18
4154201,272522003,Breast incision,Procedure,SNOMED,Valid,Standard,18
4185759,4143006,Injection of anterior chamber of eye,Procedure,SNOMED,Valid,Standard,18
710057,99422,"Online digital evaluation and management service, for an established patient, for up to 7 days, cumulative time during the 7 days; 11-20 minutes",Undefined,CPT4,Invalid,Non-standard,18
46257708,20983,"Ablation therapy for reduction or eradication of 1 or more bone tumors (eg, metastasis) including adjacent soft tissue when involved by tumor extension, percutaneous, including imaging guidance when performed; cryoablation",Undefined,CPT4,Invalid,Non-standard,18
46257469,33989,"Removal of left heart vent by thoracic incision (eg, sternotomy, thoracotomy) for ECMO/ECLS",Undefined,CPT4,Invalid,Non-standard,18
46257440,33964,"Extracorporeal membrane oxygenation (ECMO)/extracorporeal life support (ECLS) provided by physician; reposition central cannula(e) by sternotomy or thoracotomy, 6 years and older (includes fluoroscopic guidance, when performed)",Undefined,CPT4,Invalid,Non-standard,18
46257397,33955,"Extracorporeal membrane oxygenation (ECMO)/extracorporeal life support (ECLS) provided by physician; insertion of central cannula(e) by sternotomy or thoracotomy, birth through 5 years of age",Undefined,CPT4,Invalid,Non-standard,18
45765576,702545008,Psychoeducation,Procedure,SNOMED,Valid,Standard,18
44816474,0326T,"Electrophysiologic evaluation of subcutaneous implantable defibrillator (includes defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming or reprogramming of sensing o... (Dep...",Undefined,CPT4,Invalid,Non-standard,18
4338594,232967006,LVAD - Implantation of left ventricular assist device,Procedure,SNOMED,Valid,Standard,18
4332227,432041001,Radionuclide imaging of whole body using technetium (99m-Tc) exametazine labeled leukocytes,Procedure,SNOMED,Valid,Standard,18
4328240,75935006,Thoracoscopic lobectomy of lung,Procedure,SNOMED,Valid,Standard,920
4309591,388229009,Transurethral external sphincterotomy of male urinary bladder,Procedure,SNOMED,Valid,Standard,18
4305752,150062003,Osteotomy,Procedure,SNOMED,Valid,Standard,18
4300373,387643005,Partial hysterectomy,Procedure,SNOMED,Valid,Standard,18
4295036,401191002,Diabetic foot examination,Procedure,SNOMED,Valid,Standard,18
42737623,77783,Remote afterloading high intensity brachytherapy; 9-12 source positions or catheters (Deprecated),Undefined,CPT4,Invalid,Non-standard,18
4267730,62923002,Excision of ischial pressure injury with skin flap reconstruction,Procedure,SNOMED,Valid,Standard,18
4262478,396221000,Opening of cranial suture,Procedure,SNOMED,Valid,Standard,18
4262407,35807001,Control of hemorrhage of nose,Procedure,SNOMED,Valid,Standard,77
42534996,12771000087105,Ultrasonography of left breast and left axilla,Procedure,SNOMED,Valid,Standard,18
4243665,59896001,Dilation of rectum,Procedure,SNOMED,Valid,Standard,18
4239805,57561004,Osteotomy of calcaneus,Procedure,SNOMED,Valid,Standard,18
4239226,91243005,Osteotomy and transfer of greater trochanter,Procedure,SNOMED,Valid,Standard,18
4233214,89770003,Anal sphincterotomy,Procedure,SNOMED,Valid,Standard,18
4134852,397997006,Lingual frenoplasty,Procedure,SNOMED,Valid,Standard,18
2771355,0SG00A1,"Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach (Deprecated)",ICD10PCS,ICD10PCS,Valid,Standard,18
2767303,0RG20A1,"Fusion of 2 or more Cervical Vertebral Joints with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach (Deprecated)",ICD10PCS,ICD10PCS,Valid,Standard,18
2722267,86588,"Streptococcus, screen, direct. (Deprecated)",Undefined,CPT4,Invalid,Non-standard,17
2103298,21431,Closed treatment of craniofacial separation (LeFort III type) using interdental wire fixation of denture or splint,Undefined,CPT4,Invalid,Non-standard,17
2102340,15321,"Allograft skin for temporary wound closure, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional one percent of body area of infants and children, or... (Dep...",Undefined,CPT4,Invalid,Non-standard,17
2103073,21080,Impression and custom preparation; definitive obturator prosthesis,Undefined,CPT4,Invalid,Non-standard,17
2103161,21199,"Osteotomy, mandible, segmental; with genioglossus advancement",Undefined,CPT4,Invalid,Non-standard,17
2103280,21400,"Closed treatment of fracture of orbit, except blowout; without manipulation",Undefined,CPT4,Invalid,Non-standard,17
2103281,21401,"Closed treatment of fracture of orbit, except blowout; with manipulation",Undefined,CPT4,Invalid,Non-standard,17
2104657,26685,"Open treatment of carpometacarpal dislocation, other than thumb; includes internal fixation, when performed, each joint",Undefined,CPT4,Invalid,Non-standard,17
2103319,21454,Open treatment of mandibular fracture with external fixation,Undefined,CPT4,Invalid,Non-standard,17
2103825,24076,"Excision, tumor, soft tissue of upper arm or elbow area, subfascial (eg, intramuscular); less than 5 cm",Undefined,CPT4,Invalid,Non-standard,17
2102316,15171,"Acellular dermal replacement, trunk, arms, legs; each additional 100 sq cm, or each additional one percent of body area of infants and children, or part thereof (List separately in addition to code for primary procedure) (Deprecated)",Undefined,CPT4,Invalid,Non-standard,17
2104741,27006,"Tenotomy, abductors and/or extensor(s) of hip, open (separate procedure)",Undefined,CPT4,Invalid,Non-standard,17
2111037,67107,"Repair of retinal detachment; scleral buckling (such as lamellar scleral dissection, imbrication or encircling procedure), including, when performed, implant, cryotherapy, photocoagulation, and drainage of subretinal fluid",Undefined,CPT4,Invalid,Non-standard,17
2105030,27391,"Tenotomy, open, hamstring, knee to hip; multiple tendons, 1 leg",Undefined,CPT4,Invalid,Non-standard,17
2211534,74283,"Therapeutic enema, contrast or air, for reduction of intussusception or other intraluminal obstruction (eg, meconium ileus)",Undefined,CPT4,Invalid,Non-standard,17
2211909,78000,Thyroid uptake; single determination (Deprecated),Undefined,CPT4,Invalid,Non-standard,17
2314260,96922,Excimer laser treatment for psoriasis; over 500 sq cm,Undefined,CPT4,Invalid,Non-standard,17
2109256,46288,Closure of anal fistula with rectal advancement flap,Undefined,CPT4,Invalid,Non-standard,17
2108865,43135,"Diverticulectomy of hypopharynx or esophagus, with or without myotomy; thoracic approach",Undefined,CPT4,Invalid,Non-standard,17
2108565,40530,"Resection of lip, more than one-fourth, without reconstruction",Undefined,CPT4,Invalid,Non-standard,17
2108040,35901,Excision of infected graft; neck,Undefined,CPT4,Invalid,Non-standard,17
2107928,35623,"Bypass graft, with other than vein; axillary-popliteal or -tibial",Undefined,CPT4,Invalid,Non-standard,17
2107861,35523,"Bypass graft, with vein; brachial-ulnar or -radial",Undefined,CPT4,Invalid,Non-standard,17
2107836,35501,"Bypass graft, with vein; common carotid-ipsilateral internal carotid",Undefined,CPT4,Invalid,Non-standard,17
2107737,35276,"Repair blood vessel with graft other than vein; intrathoracic, without bypass",Undefined,CPT4,Invalid,Non-standard,17
2107626,35021,"Direct repair of aneurysm, pseudoaneurysm, or excision (partial or total) and graft insertion, with or without patch graft; for aneurysm, pseudoaneurysm, and associated occlusive disease, innominate, subclavian artery, by thoracic incision",Undefined,CPT4,Invalid,Non-standard,17
2106726,32215,Pleural scarification for repeat pneumothorax,Undefined,CPT4,Invalid,Non-standard,17
2105531,28108,"Excision or curettage of bone cyst or benign tumor, phalanges of foot",Undefined,CPT4,Invalid,Non-standard,17
2105169,27517,"Closed treatment of distal femoral epiphyseal separation; with manipulation, with or without skin or skeletal traction",Undefined,CPT4,Invalid,Non-standard,17
4106711,29872008,Fine needle biopsy of thyroid,Procedure,SNOMED,Valid,Standard,17
40482013,445052001,Reopening of wound of thyroid,Procedure,SNOMED,Valid,Standard,17
40493263,445946004,MRI of spinal cord,Procedure,SNOMED,Valid,Standard,17
4068194,172649009,Simple mastoidectomy,Procedure,SNOMED,Valid,Standard,17
4071982,223786006,Insertion of orbital implant outside muscle cone,Procedure,SNOMED,Valid,Standard,17
4102643,193331004,Laparoscopy with occlusion of fallopian tube by device,Procedure,SNOMED,Valid,Standard,17
4123417,235374000,Posterior sagittal anorectoplasty,Procedure,SNOMED,Valid,Standard,17
4031813,238034001,Repair of vaginal wall prolapse,Procedure,SNOMED,Valid,Standard,17
4130323,236994008,Placental delivery procedure,Procedure,SNOMED,Valid,Standard,17
4141800,264949009,Correction of pectus deformity,Procedure,SNOMED,Valid,Standard,17
4147746,35823001,Catheter ablation of lesion of heart,Procedure,SNOMED,Valid,Standard,17
4149348,35241000,Cholecystostomy,Procedure,SNOMED,Valid,Standard,17
4150503,31223002,Total urethrectomy including cystostomy in male,Procedure,SNOMED,Valid,Standard,17
4152082,314594009,Creation of loop ileostomy,Procedure,SNOMED,Valid,Standard,17
40481864,443453001,Application of uniplane external fixation system,Procedure,SNOMED,Valid,Standard,1073
4021107,175902000,Cadaveric renal transplant,Procedure,SNOMED,Valid,Standard,17
4002394,119727006,Larynx reconstruction,Procedure,SNOMED,Valid,Standard,287
3655203,860656000,Peritoneovenous shunt patency test,Procedure,SNOMED,Valid,Standard,17
37207189,3961000087106,Plain X-ray of bilateral acromioclavicular joints,Procedure,SNOMED,Valid,Standard,17
4175468,50781002,Biopsy of posterior one-third of tongue,Procedure,SNOMED,Valid,Standard,17
4176572,48946004,Arthrotomy of ankle with exploration,Procedure,SNOMED,Valid,Standard,17
4194125,392027008,Anal fissurectomy,Procedure,SNOMED,Valid,Standard,17
4337837,87265000,Closed reduction of fracture of sternum,Procedure,SNOMED,Valid,Standard,17
4314251,86481000,Laparotomy,Procedure,SNOMED,Valid,Standard,17
4320338,69639007,Partial shoulder replacement,Procedure,SNOMED,Valid,Non-standard,17
4321251,71063003,Excision of excessive skin and subcutaneous tissue of arm,Procedure,SNOMED,Valid,Standard,17
4322954,71326001,Incision of urethra,Procedure,SNOMED,Valid,Standard,17
4323201,428179006,Replacement of aortic root,Procedure,SNOMED,Valid,Standard,17
4335392,432336004,Doppler ultrasonography of vein of lower limb,Procedure,SNOMED,Valid,Standard,17
4337962,87366001,Total elbow replacement,Procedure,SNOMED,Valid,Standard,17
4194689,79278004,Incision of lacrimal punctum,Procedure,SNOMED,Valid,Standard,17
4351733,244604004,Biopsy of nail,Procedure,SNOMED,Valid,Standard,17
44805758,818571000000102,Arthroscopic arthrodesis of ankle,Procedure,SNOMED,Valid,Standard,17
709964,33019,"Pericardial drainage with insertion of indwelling catheter, percutaneous, including CT guidance",Undefined,CPT4,Invalid,Non-standard,17
709974,49014,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed",Undefined,CPT4,Invalid,Non-standard,17
725067,64913,"Nerve repair; with nerve allograft, each additional strand (List separately in addition to code for primary procedure)",Undefined,CPT4,Invalid,Non-standard,17
4311694,85624009,Closed reduction of dislocation of shoulder,Procedure,SNOMED,Valid,Standard,17
4304341,103713001,Replacement of catheter,Procedure,SNOMED,Valid,Standard,17
42738822,93734,"Electronic analysis of single chamber pacemaker system (includes evaluation of programmable parameters at rest and during activity where applicable, using electrocardiographic recording and interpretation of recordings at rest and during e... (Dep...",Undefined,CPT4,Invalid,Non-standard,17
42735770,25620,"Open treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, with or without fracture of ulnar styloid, with or without internal or external fixation (Deprecated)",Undefined,CPT4,Invalid,Non-standard,17
4222171,83878009,Cannulation of thoracic duct,Procedure,SNOMED,Valid,Standard,17
4216567,71735005,Excision of salivary gland,Procedure,SNOMED,Valid,Standard,17
4196347,79789005,Open repair of major bronchial fistula,Procedure,SNOMED,Valid,Standard,17
4196154,431341009,Removal of nephrostomy tube using fluoroscopic guidance,Procedure,SNOMED,Valid,Standard,409
44816391,34842,"Endovascular repair of visceral aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption) by deployment of a fenestrated visceral aortic endograft and all associated radiological supervision ...",Undefined,CPT4,Invalid,Non-standard,17
2107538,34490,"Thrombectomy, direct or with catheter; axillary and subclavian vein, by arm incision",Undefined,CPT4,Invalid,Non-standard,16
2101636,01220,Anesthesia for all closed procedures involving upper two-thirds of femur,Undefined,CPT4,Invalid,Non-standard,16
2105490,28045,"Excision, tumor, soft tissue of foot or toe, subfascial (eg, intramuscular); less than 1.5 cm",Undefined,CPT4,Invalid,Non-standard,16
2105263,27626,"Arthrotomy, with synovectomy, ankle; including tenosynovectomy",Undefined,CPT4,Invalid,Non-standard,16
2104880,27200,Closed treatment of coccygeal fracture,Undefined,CPT4,Invalid,Non-standard,16
2104797,27078,Radical resection of tumor; ischial tuberosity and greater trochanter of femur,Undefined,CPT4,Invalid,Non-standard,16
2104753,27027,"Decompression fasciotomy(ies), pelvic (buttock) compartment(s) (eg, gluteus medius-minimus, gluteus maximus, iliopsoas, and/or tensor fascia lata muscle), unilateral",Undefined,CPT4,Invalid,Non-standard,16
2104517,26460,"Tenotomy, extensor, hand or finger, open, each tendon",Undefined,CPT4,Invalid,Non-standard,16
2104512,26442,"Tenolysis, flexor tendon; palm AND finger, each tendon",Undefined,CPT4,Invalid,Non-standard,16
2104113,25120,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process),Undefined,CPT4,Invalid,Non-standard,16
2103638,23150,Excision or curettage of bone cyst or benign tumor of proximal humerus,Undefined,CPT4,Invalid,Non-standard,16
2103379,21705,Division of scalenus anticus; with resection of cervical rib,Undefined,CPT4,Invalid,Non-standard,16
2103258,21347,Open treatment of nasomaxillary complex fracture (LeFort II type); requiring multiple open approaches,Undefined,CPT4,Invalid,Non-standard,16
2102920,20664,"Application of halo, including removal, cranial, 6 or more pins placed, for thin skull osteology (eg, pediatric patients, hydrocephalus, osteogenesis imperfecta)",Undefined,CPT4,Invalid,Non-standard,16
2102436,15782,"Dermabrasion; regional, other than face",Undefined,CPT4,Invalid,Non-standard,16
2100872,00566,Anesthesia for direct coronary artery bypass grafting; without pump oxygenator,Undefined,CPT4,Invalid,Non-standard,16
2100847,0055T,"Computer-assisted musculoskeletal surgical navigational orthopedic procedure, with image-guidance based on CT/MRI images (List separately in addition to code for primary procedure)",Undefined,CPT4,Invalid,Non-standard,16
2106240,30462,"Rhinoplasty for nasal deformity secondary to congenital cleft lip and/or palate, including columellar lengthening; tip, septum, osteotomies",Undefined,CPT4,Invalid,Non-standard,16
2108369,37606,"Ligation; internal or common carotid artery, with gradual occlusion, as with Selverstone or Crutchfield clamp",Undefined,CPT4,Invalid,Non-standard,16
2108454,38230,Bone marrow harvesting for transplantation; allogeneic,Undefined,CPT4,Invalid,Non-standard,16
2212961,86932,"Frozen blood, each unit; freezing (includes preparation) and thawing",Undefined,CPT4,Invalid,Non-standard,16
2110901,65091,Evisceration of ocular contents; without implant,Undefined,CPT4,Invalid,Non-standard,16
2110320,59612,"Vaginal delivery only, after previous cesarean delivery (with or without episiotomy and/or forceps)",Undefined,CPT4,Invalid,Non-standard,16
2109977,54550,Exploration for undescended testis (inguinal or scrotal area),Undefined,CPT4,Invalid,Non-standard,16
4239779,58968004,Partial excision of salivary gland,Procedure,SNOMED,Valid,Standard,16
4238653,58380004,Pericardiostomy,Procedure,SNOMED,Valid,Standard,16
4233085,89642006,Anterior resection of rectum with colostomy,Procedure,SNOMED,Valid,Standard,16
4232614,89511008,Check artificial pacemaker for voltage threshold,Procedure,SNOMED,Valid,Standard,16
4223536,84195007,Classical cesarean section,Procedure,SNOMED,Valid,Standard,16
4143663,265698006,Removal of nail plate,Procedure,SNOMED,Valid,Standard,16
4143506,265558000,Revision of urostomy stoma,Procedure,SNOMED,Valid,Standard,16
4138610,425813003,Doppler ultrasound scan of middle cerebral artery of fetus,Procedure,SNOMED,Valid,Standard,233
4127245,236956008,Amnioinfusion,Procedure,SNOMED,Valid,Standard,16
4125488,234335003,Allogeneic unrelated bone marrow transplant,Procedure,SNOMED,Valid,Standard,16
4119231,287222004,Reopening of laminectomy site,Procedure,SNOMED,Valid,Standard,16
4076857,18008000,Closure of vesicovaginal fistula by vaginal approach,Procedure,SNOMED,Valid,Standard,16
40757082,33620,"Application of right and left pulmonary artery bands (eg, hybrid approach stage 1)",Undefined,CPT4,Invalid,Non-standard,16
40757015,43335,"Repair, paraesophageal hiatal hernia (including fundoplication), via thoracotomy, except neonatal; with implantation of mesh or other prosthesis",Undefined,CPT4,Invalid,Non-standard,16
4065085,21335006,Repair of choanal atresia by intranasal approach,Procedure,SNOMED,Valid,Standard,16
42627907,93050,"Arterial pressure waveform analysis for assessment of central arterial pressures, includes obtaining waveform(s), digitization and application of nonlinear mathematical transformations to determine central arterial pressures and augmentation index...",Undefined,CPT4,Invalid,Non-standard,16
4060945,19811006,Transplantation of testis to thigh,Procedure,SNOMED,Valid,Standard,16
4050868,233591003,Hemoperfusion,Procedure,SNOMED,Valid,Standard,16
4034459,239541009,Excision of cervical intervertebral disc,Procedure,SNOMED,Valid,Standard,16
4014533,209846007,Trigeminal rhizotomy,Procedure,SNOMED,Valid,Standard,16
37207395,9251000087100,Plain X-ray of right lower limb,Procedure,SNOMED,Valid,Standard,16
37109438,5471000087105,Mammary ductography of right breast,Procedure,SNOMED,Valid,Standard,16
2789178,30243Y1,"Transfusion of Nonautologous Hematopoietic Stem Cells into Central Vein, Percutaneous Approach (Deprecated)",ICD10PCS,ICD10PCS,Valid,Standard,16
42537599,737090000,Fluoroscopy guided insertion of cerebral ventriculoatrial shunt,Procedure,SNOMED,Valid,Standard,16
42628046,10036,"Placement of soft tissue localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous, including imaging guidance; each additional lesion (List separately in addition to code for primary procedure)",Undefined,CPT4,Invalid,Non-standard,16
927099,76979,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); each additional lesion with separate injection (List separately in addition to code for primary procedure)",Undefined,CPT4,Invalid,Non-standard,16
709951,20701,"Removal of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",Undefined,CPT4,Invalid,Non-standard,16
46257754,44381,"Ileoscopy, through stoma; with transendoscopic balloon dilation",Undefined,CPT4,Invalid,Non-standard,16
45887518,0343T,Transcatheter mitral valve repair percutaneous approach including transseptal puncture when performed; initial prosthesis (Deprecated),Undefined,CPT4,Invalid,Non-standard,16
44816436,64647,Chemodenervation of trunk muscle(s); 6 or more muscles,Undefined,CPT4,Invalid,Non-standard,16
44816398,37217,"Transcatheter placement of intravascular stent(s), intrathoracic common carotid artery or innominate artery by retrograde treatment, open ipsilateral cervical carotid artery exposure, including angioplasty, when performed, and radiological supervi...",Undefined,CPT4,Invalid,Non-standard,16
44783799,697984004,Exteriorization of trachea,Procedure,SNOMED,Valid,Non-standard,16
43531085,608780002,Open reduction of fracture of scapula with internal fixation,Procedure,SNOMED,Valid,Standard,16
4331597,22761009,Perineogram,Procedure,SNOMED,Valid,Non-standard,16
4313006,867007,Facial-hypoglossal nerve anastomosis,Procedure,SNOMED,Valid,Standard,16
4308891,83557003,Indirect laryngoscopy with vocal cord injection,Procedure,SNOMED,Valid,Standard,16
4302672,387741004,Excision of cyst of ovary,Procedure,SNOMED,Valid,Standard,16
4299359,77067007,Biopsy of external auditory canal,Procedure,SNOMED,Valid,Standard,16
4294668,75588007,Excision of lesion of cornea,Procedure,SNOMED,Valid,Standard,16
4291180,37256008,Repair of eye for eyeball rupture,Procedure,SNOMED,Valid,Standard,16
4290232,69212005,Range of motion testing,Procedure,SNOMED,Valid,Standard,21
42895395,03CG3Z6,"Extirpation of Matter from Intracranial Artery, Bifurcation, Percutaneous Approach (Deprecated)",ICD10PCS,ICD10PCS,Valid,Standard,16
4288752,68984001,Repair of lumbar hernia,Procedure,SNOMED,Valid,Standard,16
4279393,36732002,Pyelolithotomy,Procedure,SNOMED,Valid,Standard,16
42737651,78464,"Myocardial perfusion imaging; tomographic (SPECT), single study at rest or stress (exercise and/or pharmacologic), with or without quantification (Deprecated)",Undefined,CPT4,Invalid,Non-standard,16
2771818,0SG30A1,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach (Deprecated)",ICD10PCS,ICD10PCS,Valid,Standard,16
2771599,0SG10Z1,"Fusion of 2 or more Lumbar Vertebral Joints, Posterior Approach, Posterior Column, Open Approach (Deprecated)",ICD10PCS,ICD10PCS,Valid,Standard,16
2764181,0NU20JZ,"Supplement Left Frontal Bone with Synthetic Substitute, Open Approach (Deprecated)",ICD10PCS,ICD10PCS,Valid,Standard,16
2744652,0BBR0ZX,"Excision of Right Diaphragm, Open Approach, Diagnostic (Deprecated)",ICD10PCS,ICD10PCS,Valid,Standard,15
2102618,17280,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.5 cm or less",Undefined,CPT4,Invalid,Non-standard,15
2103195,21247,"Reconstruction of mandibular condyle with bone and cartilage autografts (includes obtaining grafts) (eg, for hemifacial microsomia)",Undefined,CPT4,Invalid,Non-standard,15
2103237,21330,"Open treatment of nasal fracture; complicated, with internal and/or external skeletal fixation",Undefined,CPT4,Invalid,Non-standard,15
2103720,23491,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methylmethacrylate; proximal humerus",Undefined,CPT4,Invalid,Non-standard,15
2103758,23616,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed; with proximal humeral prosthetic replacement",Undefined,CPT4,Invalid,Non-standard,15
2104181,25337,"Reconstruction for stabilization of unstable distal ulna or distal radioulnar joint, secondary by soft tissue stabilization (eg, tendon transfer, tendon graft or weave, or tenodesis) with or without open reduction of distal radioulnar joint",Undefined,CPT4,Invalid,Non-standard,15
2104301,25645,"Open treatment of carpal bone fracture (other than carpal scaphoid [navicular]), each bone",Undefined,CPT4,Invalid,Non-standard,15
2104432,26170,"Excision of tendon, palm, flexor or extensor, single, each tendon",Undefined,CPT4,Invalid,Non-standard,15
2104474,26370,"Repair or advancement of profundus tendon, with intact superficialis tendon; primary, each tendon",Undefined,CPT4,Invalid,Non-standard,15
2104553,26498,Transfer of tendon to restore intrinsic function; all 4 fingers,Undefined,CPT4,Invalid,Non-standard,15
2104577,26535,"Arthroplasty, interphalangeal joint; each joint",Undefined,CPT4,Invalid,Non-standard,15
2104593,26546,"Repair non-union, metacarpal or phalanx (includes obtaining bone graft with or without external or internal fixation)",Undefined,CPT4,Invalid,Non-standard,15
2104692,26756,"Percutaneous skeletal fixation of distal phalangeal fracture, finger or thumb, each",Undefined,CPT4,Invalid,Non-standard,15
2104761,27048,"Excision, tumor, soft tissue of pelvis and hip area, subfascial (eg, intramuscular); less than 5 cm",Undefined,CPT4,Invalid,Non-standard,15
2103137,21172,"Reconstruction superior-lateral orbital rim and lower forehead, advancement or alteration, with or without grafts (includes obtaining autografts)",Undefined,CPT4,Invalid,Non-standard,15
2102498,15842,Graft for facial nerve paralysis; free muscle flap by microsurgical technique,Undefined,CPT4,Invalid,Non-standard,15
2102280,15111,"Epidermal autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",Undefined,CPT4,Invalid,Non-standard,15
2101620,01150,"Anesthesia for radical procedures for tumor of pelvis, except hindquarter amputation",Undefined,CPT4,Invalid,Non-standard,15
2101683,01484,"Anesthesia for open procedures on bones of lower leg, ankle, and foot; osteotomy or osteoplasty of tibia and/or fibula",Undefined,CPT4,Invalid,Non-standard,15
2104855,27156,"Osteotomy, iliac, acetabular or innominate bone; with femoral osteotomy and with open reduction of hip",Undefined,CPT4,Invalid,Non-standard,15
2105008,27356,Excision or curettage of bone cyst or benign tumor of femur; with allograft,Undefined,CPT4,Invalid,Non-standard,15
2105024,27372,"Removal of foreign body, deep, thigh region or knee area",Undefined,CPT4,Invalid,Non-standard,15
2105127,27485,"Arrest, hemiepiphyseal, distal femur or proximal tibia or fibula (eg, genu varus or valgus)",Undefined,CPT4,Invalid,Non-standard,15
2111198,69205,Removal foreign body from external auditory canal; with general anesthesia,Undefined,CPT4,Invalid,Non-standard,15
2211913,78007,"Thyroid imaging, with uptake; multiple determinations (Deprecated)",Undefined,CPT4,Invalid,Non-standard,15
2107513,33978,"Removal of ventricular assist device; extracorporeal, biventricular",Undefined,CPT4,Invalid,Non-standard,15
2105168,27516,Closed treatment of distal femoral epiphyseal separation; without manipulation,Undefined,CPT4,Invalid,Non-standard,15
2105250,27619,"Excision, tumor, soft tissue of leg or ankle area, subfascial (eg, intramuscular); less than 5 cm",Undefined,CPT4,Invalid,Non-standard,15
2105607,28240,"Tenotomy, lengthening, or release, abductor hallucis muscle",Undefined,CPT4,Invalid,Non-standard,15
2105609,28260,"Capsulotomy, midfoot; medial release only (separate procedure)",Undefined,CPT4,Invalid,Non-standard,15
2105752,28530,Closed treatment of sesamoid fracture,Undefined,CPT4,Invalid,Non-standard,15
2105788,28735,"Arthrodesis, midtarsal or tarsometatarsal, multiple or transverse; with osteotomy (eg, flatfoot correction)",Undefined,CPT4,Invalid,Non-standard,15
2107757,35321,"Thromboendarterectomy, including patch graft, if performed; axillary-brachial",Undefined,CPT4,Invalid,Non-standard,15
2109021,44021,"Enterotomy, small intestine, other than duodenum; for decompression (eg, Baker tube)",Undefined,CPT4,Invalid,Non-standard,15
2109160,45123,"Proctectomy, partial, without anastomosis, perineal approach",Undefined,CPT4,Invalid,Non-standard,15
2109932,54304,Plastic operation on penis for correction of chordee or for first stage hypospadias repair with or without transplantation of prepuce and/or skin flaps,Undefined,CPT4,Invalid,Non-standard,15
